time,wx,wy,yaw,pitch,roll,imu_ax,imu_ay,imu_az
1774366988.349,-127.240,6.187,0.1048,-0.0164,0.0671,0.1605,0.6566,9.7761
1774366988.462,-127.190,6.193,0.1048,-0.0164,0.0671,0.1600,0.6566,9.7763
1774366988.566,-127.140,6.198,0.1048,-0.0163,0.0671,0.1597,0.6567,9.7764
1774366988.668,-127.091,6.203,0.1048,-0.0163,0.0671,0.1594,0.6567,9.7764
1774366988.775,-127.041,6.208,0.1048,-0.0163,0.0671,0.1592,0.6567,9.7765
1774366988.887,-126.991,6.214,0.1048,-0.0162,0.0671,0.1590,0.6568,9.7765
1774366989.001,-126.942,6.219,0.1048,-0.0162,0.0671,0.1589,0.6568,9.7766
1774366989.103,-126.892,6.224,0.1048,-0.0162,0.0671,0.1588,0.6568,9.7766
1774366989.219,-126.842,6.229,0.1048,-0.0180,0.0696,0.1527,0.7012,9.7732
1774366989.320,-126.792,6.235,0.1048,-0.0250,0.0705,0.2453,0.6912,9.7717
1774366989.430,-126.743,6.240,0.1048,-0.0327,0.0705,0.3207,0.6914,9.7695
1774366989.544,-126.693,6.245,0.1048,-0.0408,0.0705,0.3997,0.6910,9.7666
1774366989.651,-126.643,6.250,0.1048,-0.0491,0.0705,0.4817,0.6908,9.7629
1774366989.760,-126.593,6.255,0.1048,-0.0569,0.0705,0.5574,0.6906,9.7589
1774366989.869,-126.544,6.261,0.1048,-0.0652,0.0706,0.6348,0.6914,9.7538
1774366989.977,-126.494,6.266,0.1048,-0.0731,0.0705,0.7053,0.6952,9.7486
1774366990.082,-126.444,6.271,0.1048,-0.0819,0.0702,0.7840,0.6975,9.7422
1774366990.189,-126.395,6.276,0.1048,-0.0905,0.0695,0.8663,0.6917,9.7353
1774366990.299,-126.345,6.282,0.1048,-0.1005,0.0683,0.9541,0.6864,9.7269
1774366990.406,-126.295,6.287,0.1048,-0.1011,0.0707,1.3107,0.3927,9.6905
1774366990.510,-126.245,6.292,0.1048,-0.1008,0.0710,1.1909,0.5027,9.7021
1774366990.626,-126.196,6.297,0.1048,-0.0926,0.0782,1.5232,0.1982,9.6074
1774366990.730,-126.146,6.302,0.1048,-0.0669,0.1019,1.3429,0.3660,9.5585
1774366990.837,-126.096,6.308,0.1048,-0.0275,0.1342,-3.3714,1.3111,6.6884
1774366990.939,-126.046,6.313,0.1048,-0.0408,0.1260,1.1849,0.5064,9.5937
1774366991.045,-125.997,6.318,0.1048,-0.0332,0.1328,-8.9007,13.9293,16.6627
1774366991.167,-125.947,6.323,0.1048,-0.0340,0.1325,0.3330,1.2941,9.7080
1774366991.276,-125.897,6.329,0.1048,-0.0340,0.1325,0.3327,1.2940,9.7082
1774366991.385,-125.848,6.334,0.1048,-0.0340,0.1325,0.3324,1.2940,9.7082
1774366991.489,-125.798,6.339,0.1048,-0.0339,0.1326,0.3319,1.2943,9.7084
1774366991.602,-125.748,6.344,0.1048,-0.0339,0.1325,0.3317,1.2942,9.7084
1774366991.709,-125.698,6.350,0.1048,-0.0339,0.1325,0.3317,1.2941,9.7085
1774366991.812,-125.649,6.355,0.1048,-0.0338,0.1325,0.3316,1.2941,9.7085
1774366991.920,-125.599,6.360,0.1048,-0.0338,0.1325,0.3316,1.2940,9.7085
1774366992.025,-125.549,6.365,0.1048,-0.0338,0.1325,0.3315,1.2940,9.7085
1774366992.142,-125.499,6.370,0.1048,-0.0338,0.1325,0.3315,1.2940,9.7085
1774366992.250,-125.450,6.376,0.1048,-0.0338,0.1325,0.3315,1.2940,9.7085
1774366992.364,-125.400,6.381,0.1048,-0.0338,0.1325,0.3314,1.2939,9.7085
1774366992.475,-125.350,6.386,0.1048,-0.0365,0.1319,-0.1080,0.9076,9.7014
1774366992.606,-125.301,6.391,0.1048,-0.0395,0.1323,0.0210,1.0099,9.7114
1774366992.711,-125.251,6.397,0.1048,-0.0354,0.1325,0.3473,1.2940,9.7076
1774366992.818,-125.201,6.402,0.1048,-0.0313,0.1325,0.3069,1.2940,9.7089
1774366992.928,-125.151,6.407,0.1048,-0.0274,0.1325,0.2681,1.2941,9.7101
1774366993.042,-125.102,6.412,0.1048,-0.0231,0.1325,0.2261,1.2942,9.7112
1774366993.157,-125.052,6.417,0.1048,-0.0191,0.1325,0.1873,1.2943,9.7121
1774366993.260,-125.002,6.423,0.1048,-0.0150,0.1324,0.1468,1.2943,9.7128
1774366993.364,-124.952,6.428,0.1048,-0.0108,0.1324,0.1063,1.2943,9.7133
1774366993.469,-124.903,6.433,0.1048,-0.0065,0.1324,0.0642,1.2944,9.7137
1774366993.582,-124.853,6.438,0.1048,0.0002,0.1305,-0.0400,1.2908,9.7104
1774366993.685,-124.803,6.444,0.1048,0.0116,0.1193,-0.2807,1.0323,9.7267
1774366993.790,-124.754,6.449,0.1048,0.0173,0.1088,-0.3064,0.9540,9.7401
1774366993.900,-124.704,6.454,0.1048,0.0186,0.1020,-0.3017,0.9022,9.7480
1774366994.016,-124.654,6.459,0.1048,0.0163,0.0980,-0.2702,0.8696,9.7529
1774366994.120,-124.604,6.465,0.1048,0.0103,0.0969,-0.2131,0.8575,9.7547
1774366994.229,-124.555,6.470,0.1048,0.0084,0.0925,-0.1863,0.8215,9.7585
1774366994.363,-124.505,6.475,0.1048,0.0080,0.0869,-0.0782,0.8503,9.7615
1774366994.469,-124.455,6.480,0.1048,0.0080,0.0808,-0.0781,0.7901,9.7665
1774366994.579,-124.405,6.485,0.1048,0.0080,0.0748,-0.0780,0.7323,9.7711
1774366994.683,-124.356,6.491,0.1048,0.0079,0.0691,-0.0779,0.6767,9.7751
1774366994.787,-124.306,6.496,0.1048,0.0079,0.0630,-0.0778,0.6164,9.7791
1774366994.896,-124.256,6.501,0.1048,0.0079,0.0571,-0.0777,0.5584,9.7826
1774366995.002,-124.207,6.506,0.1048,0.0079,0.0557,-0.0776,0.5454,9.7842
1774366995.107,-124.157,6.512,0.1048,0.0079,0.0557,-0.0776,0.5456,9.7843
1774366995.214,-124.107,6.517,0.1048,0.0079,0.0557,-0.0776,0.5457,9.7843
1774366995.349,-124.057,6.522,0.1048,0.0079,0.0557,-0.0776,0.5458,9.7844
1774366995.453,-124.008,6.527,0.1048,0.0079,0.0557,-0.0776,0.5459,9.7844
1774366995.561,-123.958,6.533,0.1048,0.0079,0.0557,-0.0776,0.5460,9.7844
1774366995.675,-123.908,6.538,0.1048,0.0078,0.0555,-2.9957,4.5666,15.9391
1774366995.787,-123.858,6.543,0.1048,0.0009,0.0535,-0.2016,0.3654,9.7800
1774366995.904,-123.809,6.548,0.1048,-0.0107,0.0559,0.9892,0.5567,9.0536
1774366996.011,-123.759,6.553,0.1048,-0.0153,0.0559,0.1499,0.5474,9.7830
1774366996.122,-123.709,6.559,0.1048,-0.0199,0.0559,0.1947,0.5472,9.7823
1774366996.227,-123.660,6.564,0.1048,-0.0245,0.0558,0.2395,0.5470,9.7813
1774366996.341,-123.610,6.569,0.1048,-0.0289,0.0558,0.2825,0.5469,9.7802
1774366996.446,-123.560,6.574,0.1048,-0.0334,0.0558,0.3273,0.5468,9.7788
1774366996.555,-123.510,6.580,0.1048,-0.0382,0.0558,0.3739,0.5467,9.7772
1774366996.659,-123.461,6.585,0.1048,-0.0426,0.0558,0.4169,0.5467,9.7755
1774366996.771,-123.411,6.590,0.1048,-0.0473,0.0558,0.4635,0.5467,9.7734
1774366996.880,-123.361,6.595,0.1048,-0.0460,0.0511,0.4506,0.4987,9.7746
1774366996.986,-123.312,6.600,0.1048,-0.0408,0.0433,0.4000,0.4232,9.7804
1774366997.089,-123.262,6.606,0.1048,-0.0363,0.0333,0.2677,0.2545,9.7868
1774366997.202,-123.212,6.611,0.1048,-0.0343,0.0245,0.2713,0.1870,9.7906
1774366997.312,-123.162,6.616,0.1048,-0.0345,0.0177,0.2899,0.1340,9.7923
1774366997.426,-123.113,6.621,0.1048,-0.0363,0.0122,0.3194,0.0899,9.7926
1774366997.532,-123.063,6.627,0.1048,-0.0393,0.0076,0.3573,0.0524,9.7919
1774366997.637,-123.013,6.632,0.1048,-0.0397,0.0010,0.3883,0.0096,9.7907
1774366997.741,-122.963,6.637,0.1048,-0.0396,-0.0056,0.3921,-0.0524,9.7904
1774366997.848,-122.914,6.642,0.1048,-0.0394,-0.0127,0.4073,-0.1081,9.7893
1774366997.966,-122.864,6.648,0.1048,-0.0384,-0.0207,0.4176,-0.1705,9.7875
1774366998.092,-122.814,6.653,0.1048,-0.0362,-0.0291,0.4180,-0.2358,9.7849
1774366998.198,-122.765,6.658,0.1048,-0.0395,-0.0320,0.3868,-0.3131,9.7866
1774366998.303,-122.715,6.663,0.1048,-0.0395,-0.0320,0.3870,-0.3131,9.7868
1774366998.410,-122.665,6.668,0.1048,-0.0395,-0.0320,0.3871,-0.3131,9.7869
1774366998.515,-122.615,6.674,0.1048,-0.0395,-0.0320,0.3872,-0.3132,9.7870
1774366998.617,-122.566,6.679,0.1048,-0.0395,-0.0320,0.3873,-0.3134,9.7871
1774366998.727,-122.516,6.684,0.1048,-0.0395,-0.0320,0.3874,-0.3135,9.7871
1774366998.832,-122.466,6.689,0.1048,-0.0395,-0.0320,0.3874,-0.3137,9.7872
1774366998.936,-122.416,6.695,0.1048,-0.0392,-0.0319,0.1958,-0.1652,9.7871
1774366999.047,-122.367,6.700,0.1048,-0.0392,-0.0320,0.3845,-0.3132,9.7872
1774366999.156,-122.317,6.705,0.1048,-0.0392,-0.0320,0.3844,-0.3136,9.7872
1774366999.267,-122.267,6.710,0.1048,-0.0357,-0.0322,-0.2382,-0.8581,9.6991
1774366999.376,-122.218,6.715,0.1048,-0.0363,-0.0322,0.3553,-0.3148,9.7884
1774366999.495,-122.168,6.721,0.1048,-0.0367,-0.0322,0.3600,-0.3151,9.7883
1774366999.606,-122.118,6.726,0.1048,-0.0372,-0.0322,0.3646,-0.3153,9.7881
1774366999.743,-122.068,6.731,0.1048,-0.0377,-0.0322,0.3691,-0.3155,9.7879
1774366999.852,-122.019,6.736,0.1048,-0.0381,-0.0322,0.3737,-0.3157,9.7877
1774366999.957,-121.969,6.742,0.1048,-0.0386,-0.0323,0.3784,-0.3160,9.7876
1774367000.071,-121.919,6.747,0.1048,-0.0392,-0.0322,-0.1996,-0.8558,9.7002
1774367000.179,-121.869,6.752,0.1048,-0.0404,-0.0315,0.3918,-0.3128,9.7864
1774367000.284,-121.820,6.757,0.1048,-0.0419,-0.0306,0.8674,0.1237,9.8540
1774367000.388,-121.770,6.763,0.1048,-0.0444,-0.0308,0.4347,-0.3021,9.7848
1774367000.496,-121.720,6.768,0.1048,-0.0444,-0.0360,0.4346,-0.3525,9.7833
1774367000.612,-121.671,6.773,0.1048,-0.0444,-0.0406,0.4346,-0.3981,9.7815
1774367000.717,-121.621,6.778,0.1048,-0.0444,-0.0455,0.4345,-0.4455,9.7795
1774367000.826,-121.571,6.783,0.1048,-0.0444,-0.0505,0.4345,-0.4948,9.7771
1774367000.952,-121.521,6.789,0.1048,-0.0443,-0.0552,0.4344,-0.5402,9.7747
1774367001.077,-121.472,6.794,0.1048,-0.0443,-0.0602,0.4344,-0.5895,9.7719
1774367001.183,-121.422,6.799,0.1048,-0.0443,-0.0649,0.4344,-0.6350,9.7690
1774367001.306,-121.372,6.804,0.1048,-0.0443,-0.0699,0.4344,-0.6842,9.7657
1774367001.433,-121.322,6.810,0.1048,-0.0467,-0.0739,0.4570,-0.7228,9.7625
1774367001.537,-121.273,6.815,0.1048,-0.0466,-0.0737,0.4568,-0.7201,9.7628
1774367001.645,-121.223,6.820,0.1048,-0.0466,-0.0734,0.4566,-0.7174,9.7630
1774367001.747,-121.173,6.825,0.1048,-0.0466,-0.0731,0.4565,-0.7149,9.7632
1774367001.871,-121.124,6.831,0.1048,-0.0466,-0.0728,0.4564,-0.7123,9.7634
1774367001.979,-121.074,6.836,0.1048,-0.0466,-0.0726,0.4563,-0.7098,9.7636
1774367002.092,-121.024,6.841,0.1048,-0.0466,-0.0723,0.4563,-0.7075,9.7638
1774367002.205,-120.974,6.846,0.1048,-0.0466,-0.0721,0.4562,-0.7049,9.7639
1774367002.315,-120.925,6.851,0.1048,-0.0466,-0.0718,0.4562,-0.7026,9.7641
1774367002.417,-120.875,6.857,0.1048,-0.0466,-0.0716,0.4561,-0.7002,9.7643
1774367002.527,-120.825,6.862,0.1048,-0.0466,-0.0713,0.4561,-0.6977,9.7645
1774367002.633,-120.775,6.867,0.1048,-0.0468,-0.0711,0.4582,-0.6953,9.7645
1774367002.738,-120.726,6.872,0.1048,-0.0475,-0.0708,0.4657,-0.6929,9.7643
1774367002.843,-120.676,6.878,0.1048,-0.0483,-0.0706,0.4733,-0.6905,9.7642
1774367002.956,-120.626,6.883,0.1048,-0.0491,-0.0704,0.4808,-0.6881,9.7640
1774367003.066,-120.577,6.888,0.1048,-0.0498,-0.0701,0.4883,-0.6857,9.7638
1774367003.174,-120.527,6.893,0.1048,-0.0506,-0.0699,0.4958,-0.6833,9.7636
1774367003.279,-120.477,6.898,0.1048,-0.0513,-0.0696,0.5030,-0.6810,9.7633
1774367003.386,-120.427,6.904,0.1048,-0.0514,-0.0694,1.2711,-1.5049,9.7332
1774367003.490,-120.378,6.909,0.1048,-0.0504,-0.0689,0.6390,-0.8063,9.7411
1774367003.599,-120.328,6.914,0.1048,-0.0447,-0.0629,0.9036,-1.0407,9.6740
1774367003.708,-120.278,6.919,0.1048,-0.0257,-0.0455,0.7659,-0.9119,9.6622
1774367003.813,-120.229,6.925,0.1048,0.0124,-0.0101,0.4954,-0.6602,9.6107
1774367003.916,-120.179,6.930,0.1048,0.0488,0.0249,-3.1207,3.4142,5.2836
1774367004.022,-120.129,6.935,0.1048,0.0315,0.0091,-0.1087,-0.1312,9.7793
1774367004.131,-120.079,6.940,0.1048,0.0258,0.0034,0.3938,-0.5721,9.6979
1774367004.244,-120.030,6.946,0.1048,0.0370,0.0154,-0.2517,0.0274,9.7826
1774367004.348,-119.980,6.951,0.1048,0.0441,0.0231,-0.4316,0.2259,9.7878
1774367004.451,-119.930,6.956,0.1048,0.0441,0.0233,-0.4314,0.2275,9.7878
1774367004.568,-119.880,6.961,0.1048,0.0440,0.0234,-0.4312,0.2292,9.7877
1774367004.673,-119.831,6.966,0.1048,0.0440,0.0236,-0.4311,0.2309,9.7877
1774367004.786,-119.781,6.972,0.1048,0.0440,0.0238,-0.4310,0.2328,9.7877
1774367004.892,-119.731,6.977,0.1048,0.0440,0.0240,-0.4309,0.2346,9.7877
1774367005.003,-119.682,6.982,0.1048,0.0440,0.0242,-0.4308,0.2365,9.7876
1774367005.123,-119.632,6.987,0.1048,0.0440,0.0244,-0.4308,0.2384,9.7876
1774367005.230,-119.582,6.993,0.1048,0.0440,0.0245,-0.4307,0.2403,9.7876
1774367005.350,-119.532,6.998,0.1048,0.0440,0.0247,-0.4307,0.2422,9.7875
1774367005.463,-119.483,7.003,0.1048,0.0440,0.0249,-0.4307,0.2442,9.7875
1774367005.604,-119.433,7.008,0.1048,0.0417,0.0220,0.1215,0.7133,9.7221
1774367005.736,-119.383,7.013,0.1048,0.0421,0.0150,-0.4122,0.1476,9.7887
1774367005.848,-119.333,7.019,0.1048,0.0421,0.0078,-0.4124,0.0769,9.7895
1774367005.958,-119.284,7.024,0.1048,0.0412,0.0027,-3.9558,0.1155,6.6086
1774367006.078,-119.234,7.029,0.1048,0.0217,0.0073,0.2750,0.5471,9.7354
1774367006.185,-119.184,7.034,0.1048,0.0105,0.0041,-0.1759,-0.0263,9.7933
1774367006.299,-119.135,7.040,0.1048,-0.0069,0.0052,-0.0086,-0.0091,9.7937
1774367006.411,-119.085,7.045,0.1048,-0.0235,0.0066,0.6159,0.4350,9.7473
1774367006.521,-119.035,7.050,0.1048,-0.0384,0.0055,0.2578,-0.0386,9.7887
1774367006.624,-118.985,7.055,0.1048,-0.0553,0.0067,0.8771,0.3864,9.7367
1774367006.734,-118.936,7.061,0.1048,-0.0702,0.0061,0.5751,-0.0381,9.7735
1774367006.842,-118.886,7.066,0.1048,-0.0853,0.0063,0.7482,-0.0877,9.7606
1774367006.947,-118.836,7.071,0.1048,-0.1011,0.0066,0.9840,0.0645,9.7461
1774367007.051,-118.786,7.076,0.1048,-0.1170,0.0063,6.4570,4.8988,10.0007
1774367007.155,-118.737,7.081,0.1048,-0.1244,0.0034,0.8369,-0.2633,9.7234
1774367007.266,-118.687,7.087,0.1048,-0.1258,0.0044,1.2297,0.0426,9.7220
1774367007.378,-118.637,7.092,0.1048,-0.1258,0.0042,1.2295,0.0409,9.7222
1774367007.490,-118.588,7.097,0.1048,-0.1258,0.0040,1.2293,0.0391,9.7223
1774367007.595,-118.538,7.102,0.1048,-0.1258,0.0038,1.2292,0.0374,9.7223
1774367007.703,-118.488,7.108,0.1048,-0.1258,0.0037,1.2290,0.0357,9.7224
1774367007.818,-118.438,7.113,0.1048,-0.1257,0.0035,1.2290,0.0340,9.7225
1774367007.936,-118.389,7.118,0.1048,-0.1257,0.0033,1.2289,0.0322,9.7225
1774367008.048,-118.339,7.123,0.1048,-0.1257,0.0033,1.2288,0.0317,9.7226
1774367008.151,-118.289,7.129,0.1048,-0.1257,0.0032,1.2288,0.0312,9.7226
1774367008.264,-118.239,7.134,0.1048,-0.1257,0.0032,1.2288,0.0307,9.7226
1774367008.376,-118.190,7.139,0.1048,-0.1257,0.0031,1.2287,0.0302,9.7226
1774367008.483,-118.140,7.144,0.1048,-0.1257,0.0031,1.2287,0.0297,9.7226
1774367008.589,-118.090,7.149,0.1048,-0.1257,0.0030,1.2287,0.0292,9.7226
1774367008.711,-118.041,7.155,0.1048,-0.1257,0.0030,1.2287,0.0287,9.7226
1774367008.818,-117.991,7.160,0.1048,-0.1259,0.0029,1.2303,0.0282,9.7224
1774367008.924,-117.941,7.165,0.1048,-0.1261,0.0029,1.2327,0.0277,9.7221
1774367009.028,-117.891,7.170,0.1048,-0.1264,0.0028,1.2350,0.0273,9.7218
1774367009.134,-117.842,7.176,0.1048,-0.1266,0.0028,1.2373,0.0268,9.7215
1774367009.250,-117.792,7.181,0.1048,-0.1269,0.0027,1.2398,0.0263,9.7212
1774367009.361,-117.742,7.186,0.1048,-0.1271,0.0027,1.2422,0.0258,9.7209
1774367009.474,-117.692,7.191,0.1048,-0.1210,0.0025,0.9755,-0.1283,9.7325
1774367009.584,-117.643,7.196,0.1048,-0.1060,0.0027,1.0347,0.0266,9.7415
1774367009.689,-117.593,7.202,0.1048,-0.0901,0.0027,0.8801,0.0274,9.7567
1774367009.805,-117.543,7.207,0.1048,-0.0743,0.0026,0.7253,0.0280,9.7694
1774367009.914,-117.494,7.212,0.1048,-0.0576,0.0025,0.5624,0.0274,9.7800
1774367010.019,-117.444,7.217,0.1048,-0.0421,0.0022,0.4109,0.0258,9.7876
1774367010.137,-117.394,7.223,0.1048,-0.0253,0.0019,0.2464,0.0239,9.7931
1774367010.249,-117.344,7.228,0.1048,-0.0091,0.0016,0.0881,0.0219,9.7958
1774367010.358,-117.295,7.233,0.1048,0.0071,0.0013,-0.0705,0.0197,9.7959
1774367010.462,-117.245,7.238,0.1048,0.0233,-0.0005,-0.4898,0.5911,8.9482
1774367010.569,-117.195,7.244,0.1048,0.0317,-0.0072,-0.1572,0.0501,9.7928
1774367010.679,-117.145,7.249,0.1048,0.0290,-0.0056,-0.1679,0.0364,9.7953
1774367010.783,-117.096,7.254,0.1048,0.0317,-0.0082,-4.3203,-3.2217,9.7951
1774367010.890,-117.046,7.259,0.1048,0.0311,-0.0082,-0.3048,-0.0799,9.7948
1774367011.014,-116.996,7.264,0.1048,0.0305,-0.0082,-0.2989,-0.0801,9.7950
1774367011.117,-116.947,7.270,0.1048,0.0299,-0.0082,-0.2933,-0.0804,9.7952
1774367011.220,-116.897,7.275,0.1048,0.0295,-0.0082,-0.2887,-0.0805,9.7954
1774367011.329,-116.847,7.280,0.1048,0.0295,-0.0083,-0.2887,-0.0809,9.7954
1774367011.434,-116.797,7.285,0.1048,0.0295,-0.0083,-0.2887,-0.0812,9.7954
1774367011.557,-116.748,7.291,0.1048,0.0295,-0.0083,-0.2886,-0.0816,9.7954
1774367011.666,-116.698,7.296,0.1048,0.0295,-0.0084,-0.2886,-0.0820,9.7954
1774367011.785,-116.648,7.301,0.1048,0.0295,-0.0084,-0.2886,-0.0824,9.7954
1774367011.897,-116.599,7.306,0.1048,0.0295,-0.0085,-0.2886,-0.0828,9.7954
1774367012.006,-116.549,7.311,0.1048,0.0261,-0.0128,-0.3437,-0.2058,9.7873
1774367012.120,-116.499,7.317,0.1048,0.0171,-0.0202,-0.2442,-0.2689,9.7896
1774367012.227,-116.449,7.322,0.1048,0.0057,-0.0254,-0.1273,-0.3171,9.7904
1774367012.335,-116.400,7.327,0.1048,-0.0075,-0.0286,0.0004,-0.3502,9.7895
1774367012.442,-116.350,7.332,0.1048,-0.0237,-0.0300,0.1500,-0.3708,9.7862
1774367012.544,-116.300,7.338,0.1048,-0.0433,-0.0291,0.3257,-0.3753,9.7790
1774367012.656,-116.250,7.343,0.1048,-0.0645,-0.0257,0.5094,-0.3614,9.7670
1774367012.763,-116.201,7.348,0.1048,-0.0913,-0.0181,0.7594,-0.2774,9.7445
1774367012.866,-116.151,7.353,0.1048,-0.1183,-0.0082,4.4843,-0.0798,6.6960
1774367012.999,-116.101,7.359,0.1048,-0.1327,-0.0092,1.1096,-0.2362,9.7159
1774367013.107,-116.052,7.364,0.1048,-0.1481,-0.0086,1.4444,-0.0773,9.6880
1774367013.212,-116.002,7.369,0.1048,-0.1501,-0.0198,1.2929,-0.3412,9.6826
1774367013.326,-115.952,7.374,0.1048,-0.1434,-0.0378,1.2757,-0.4735,9.6895
1774367013.461,-115.902,7.379,0.1048,-0.1407,-0.0525,1.2865,-0.5836,9.6877
1774367013.606,-115.853,7.385,0.1048,-0.1408,-0.0649,1.3169,-0.6782,9.6806
1774367013.718,-115.803,7.390,0.1048,-0.1405,-0.0779,1.3714,-0.7583,9.6660
1774367013.835,-115.753,7.395,0.1048,-0.1376,-0.0922,1.3544,-0.8877,9.6577
1774367013.939,-115.703,7.400,0.1048,-0.1397,-0.1053,0.6859,-0.4964,9.6403
1774367014.046,-115.654,7.406,0.1048,-0.1376,-0.1046,1.3442,-1.0143,9.6535
1774367014.148,-115.604,7.411,0.1048,-0.1352,-0.1033,1.3210,-1.0015,9.6582
1774367014.258,-115.554,7.416,0.1048,-0.1341,-0.1019,1.3105,-0.9883,9.6615
1774367014.368,-115.505,7.421,0.1048,-0.1341,-0.1005,1.3104,-0.9747,9.6629
1774367014.474,-115.455,7.427,0.1048,-0.1341,-0.0991,1.3104,-0.9611,9.6642
1774367014.583,-115.405,7.432,0.1048,-0.1341,-0.0992,1.3106,-0.9621,9.6639
1774367014.690,-115.355,7.437,0.1048,-0.1341,-0.0997,1.3104,-0.9668,9.6635
1774367014.807,-115.306,7.442,0.1048,-0.1341,-0.1003,1.3104,-0.9722,9.6630
1774367014.917,-115.256,7.447,0.1048,-0.1341,-0.1008,1.3103,-0.9771,9.6626
1774367015.028,-115.206,7.453,0.1048,-0.1341,-0.1014,1.3103,-0.9826,9.6620
1774367015.144,-115.156,7.458,0.1048,-0.1341,-0.1019,1.3103,-0.9878,9.6615
1774367015.246,-115.107,7.463,0.1048,-0.1341,-0.1024,1.3103,-0.9928,9.6610
1774367015.350,-115.057,7.468,0.1048,-0.1331,-0.1029,4.7206,-0.4545,7.5136
1774367015.461,-115.007,7.474,0.1048,-0.1259,-0.1024,0.6015,-0.5038,9.6694
1774367015.576,-114.958,7.479,0.1048,-0.1270,-0.1039,1.2409,-1.0081,9.6683
1774367015.684,-114.908,7.484,0.1048,-0.1270,-0.1044,1.2408,-1.0133,9.6679
1774367015.787,-114.858,7.489,0.1048,-0.1270,-0.1050,1.2408,-1.0187,9.6674
1774367015.896,-114.808,7.494,0.1048,-0.1270,-0.1056,1.2408,-1.0243,9.6668
1774367016.001,-114.759,7.500,0.1048,-0.1270,-0.1061,1.2408,-1.0297,9.6663
1774367016.113,-114.709,7.505,0.1048,-0.1269,-0.1067,1.2407,-1.0350,9.6658
1774367016.216,-114.659,7.510,0.1048,-0.1181,-0.1072,1.1583,-1.0380,9.6728
1774367016.320,-114.609,7.515,0.1048,-0.1041,-0.1077,1.0219,-1.0447,9.6874
1774367016.424,-114.560,7.521,0.1048,-0.0901,-0.1077,0.1595,-1.2830,8.8894
1774367016.535,-114.510,7.526,0.1048,-0.0764,-0.1003,0.5855,-0.9031,9.6685
1774367016.638,-114.460,7.531,0.1048,-0.0611,-0.0887,3.3693,4.0740,17.4436
1774367016.754,-114.411,7.536,0.1048,-0.0540,-0.0788,0.1813,-0.4921,9.7533
1774367016.866,-114.361,7.542,0.1048,-0.0561,-0.0762,0.4548,-0.8175,9.7523
1774367016.971,-114.311,7.547,0.1048,-0.0577,-0.0714,0.4582,-0.7812,9.7540
1774367017.080,-114.261,7.552,0.1048,-0.0630,-0.0637,0.4885,-0.7229,9.7540
1774367017.196,-114.212,7.557,0.1048,-0.0724,-0.0529,0.5486,-0.6429,9.7504
1774367017.326,-114.162,7.562,0.1048,-0.0809,-0.0484,0.7910,-0.4712,9.7558
1774367017.433,-114.112,7.568,0.1048,-0.0811,-0.0552,0.7935,-0.5392,9.7513
1774367017.546,-114.062,7.573,0.1048,-0.0810,-0.0623,0.8090,-0.5949,9.7468
1774367017.654,-114.013,7.578,0.1048,-0.0803,-0.0698,0.8210,-0.6537,9.7417
1774367017.765,-113.963,7.583,0.1048,-0.0785,-0.0779,0.8240,-0.7164,9.7369
1774367017.875,-113.913,7.589,0.1048,-0.0800,-0.0780,0.7316,-0.8022,9.7387
1774367017.993,-113.864,7.594,0.1048,-0.0810,-0.0774,0.7926,-0.7554,9.7385
1774367018.112,-113.814,7.599,0.1048,-0.0810,-0.0775,0.7927,-0.7562,9.7385
1774367018.216,-113.764,7.604,0.1048,-0.0810,-0.0776,0.7927,-0.7570,9.7384
1774367018.322,-113.714,7.609,0.1048,-0.0810,-0.0777,0.7927,-0.7578,9.7384
1774367018.435,-113.665,7.615,0.1048,-0.0810,-0.0777,0.7928,-0.7586,9.7383
1774367018.543,-113.615,7.620,0.1048,-0.0810,-0.0778,0.7928,-0.7594,9.7383
1774367018.664,-113.565,7.625,0.1048,-0.0802,-0.0778,0.5528,-0.9624,9.7161
1774367018.783,-113.516,7.630,0.1048,-0.0799,-0.0779,0.7822,-0.7606,9.7390
1774367018.906,-113.466,7.636,0.1048,-0.0799,-0.0780,0.7823,-0.7615,9.7389
1774367019.015,-113.416,7.641,0.1048,-0.0799,-0.0781,0.7823,-0.7624,9.7389
1774367019.119,-113.366,7.646,0.1048,-0.0799,-0.0782,0.7823,-0.7632,9.7388
1774367019.224,-113.317,7.651,0.1048,-0.0799,-0.0783,0.7823,-0.7640,9.7388
1774367019.335,-113.267,7.657,0.1048,-0.0799,-0.0784,0.7823,-0.7649,9.7387
1774367019.438,-113.217,7.662,0.1048,-0.0799,-0.0785,0.7823,-0.7657,9.7386
1774367019.545,-113.167,7.667,0.1048,-0.0795,-0.0785,0.3676,-0.4459,9.7399
1774367019.654,-113.118,7.672,0.1048,-0.0785,-0.0787,0.7685,-0.7677,9.7395
1774367019.758,-113.068,7.677,0.1048,-0.0774,-0.0781,0.7574,-0.7665,9.7365
1774367019.863,-113.018,7.683,0.1048,-0.0796,-0.0774,0.7781,-0.7599,9.7350
1774367019.971,-112.969,7.688,0.1048,-0.0833,-0.0741,0.8148,-0.7239,9.7382
1774367020.079,-112.919,7.693,0.1048,-0.0873,-0.0694,0.8519,-0.6798,9.7382
1774367020.207,-112.869,7.698,0.1045,-0.0913,-0.0647,0.8933,-0.6329,9.7378
