time,wx,wy,yaw,pitch,roll,imu_ax,imu_ay,imu_az
1774367194.836,-43.107,19.867,0.2573,-0.0812,-0.0021,0.7899,-0.7902,9.6903
1774367194.948,-43.058,19.880,0.2573,-0.0812,-0.0021,0.7978,-0.8598,9.6873
1774367195.051,-43.010,19.892,0.2573,-0.0812,-0.0021,0.7918,-0.8102,9.6895
1774367195.154,-42.962,19.905,0.2573,-0.0813,-0.0021,0.6998,-0.0645,9.7285
1774367195.257,-42.913,19.918,0.2573,-0.0812,-0.0021,0.7897,-0.7939,9.6903
1774367195.367,-42.865,19.930,0.2573,-0.0812,-0.0021,0.5835,0.3484,9.7255
1774367195.472,-42.817,19.943,0.2573,-0.0812,-0.0021,0.7939,-0.8294,9.6887
1774367195.583,-42.768,19.956,0.2573,-0.0813,-0.0021,0.7991,-0.8672,9.6869
1774367195.697,-42.720,19.969,0.2573,-0.0812,-0.0021,0.5888,0.3222,9.7247
1774367195.806,-42.672,19.981,0.2573,-0.0812,-0.0021,0.7963,-0.8493,9.6878
1774367195.925,-42.623,19.994,0.2573,-0.0812,-0.0021,0.9195,1.0819,9.9109
1774367196.033,-42.575,20.007,0.2573,-0.0812,-0.0021,0.6872,0.0353,9.7333
1774367196.139,-42.527,20.020,0.2573,-0.0812,-0.0021,0.9196,1.0879,9.9102
1774367196.261,-42.478,20.032,0.2573,-0.0813,-0.0021,0.4803,1.2046,9.6758
1774367196.365,-42.430,20.045,0.2573,-0.0812,-0.0021,0.7886,-0.7833,9.6907
1774367196.484,-42.382,20.058,0.2573,-0.0812,-0.0021,0.9741,1.1284,9.9453
1774367196.596,-42.333,20.070,0.2573,-0.0812,-0.0021,0.6512,-0.0341,9.7132
1774367196.701,-42.285,20.083,0.2573,-0.0812,-0.0021,0.6648,-0.0944,9.7127
1774367196.806,-42.236,20.096,0.2573,-0.0812,-0.0021,0.9647,1.2371,9.9531
1774367196.921,-42.188,20.109,0.2573,-0.0813,-0.0021,0.9692,1.1919,9.9493
1774367197.038,-42.140,20.121,0.2573,-0.0812,-0.0021,0.7088,0.1359,9.7553
1774367197.146,-42.091,20.134,0.2573,-0.0812,-0.0021,0.7910,-0.8054,9.6898
1774367197.256,-42.043,20.147,0.2573,-0.0812,-0.0021,0.5928,0.2770,9.7223
1774367197.358,-41.995,20.159,0.2573,-0.0813,-0.0021,0.4787,1.2018,9.6758
1774367197.469,-41.946,20.172,0.2573,-0.0812,-0.0021,0.5745,0.4167,9.7289
1774367197.586,-41.898,20.185,0.2573,-0.0812,-0.0021,0.7614,-0.6481,9.6942
1774367197.695,-41.850,20.198,0.2573,-0.0812,-0.0021,0.9685,1.1659,9.9480
1774367197.802,-41.801,20.210,0.2573,-0.0812,-0.0021,0.7784,-0.7249,9.6920
1774367197.923,-41.753,20.223,0.2573,-0.0813,-0.0021,0.9666,1.2164,9.9510
1774367198.036,-41.705,20.236,0.2573,-0.0813,-0.0021,0.9683,1.2179,9.9509
1774367198.143,-41.656,20.249,0.2573,-0.0812,-0.0021,0.6215,0.1268,9.7177
1774367198.251,-41.608,20.261,0.2573,-0.0812,-0.0021,0.6981,-0.0636,9.7280
1774367198.357,-41.560,20.274,0.2573,-0.0812,-0.0021,0.6848,-0.2191,9.7082
1774367198.467,-41.511,20.287,0.2573,-0.0812,-0.0021,0.9746,1.1012,9.9436
1774367198.575,-41.463,20.299,0.2573,-0.0812,-0.0021,0.9051,1.0864,9.9023
1774367198.678,-41.414,20.312,0.2573,-0.0812,-0.0021,0.5837,0.3583,9.7264
1774367198.783,-41.366,20.325,0.2573,-0.0812,-0.0021,0.5735,0.4036,9.7276
1774367198.894,-41.318,20.338,0.2573,-0.0813,-0.0021,0.6338,0.0341,9.7138
1774367199.008,-41.269,20.350,0.2573,-0.0812,-0.0021,0.8005,-0.8818,9.6862
1774367199.112,-41.221,20.363,0.2573,-0.0812,-0.0021,0.7342,-0.4922,9.6990
1774367199.231,-41.173,20.376,0.2573,-0.0812,-0.0021,0.9678,1.1908,9.9494
1774367199.341,-41.124,20.388,0.2573,-0.0813,-0.0021,0.8007,-0.8807,9.6863
1774367199.444,-41.076,20.401,0.2573,-0.0812,-0.0021,0.6882,0.0313,9.7333
1774367199.573,-41.028,20.414,0.2573,-0.0813,-0.0021,0.7911,-0.8053,9.6897
1774367199.678,-40.979,20.427,0.2573,-0.0813,-0.0021,0.8018,-0.8972,9.6857
1774367199.789,-40.931,20.439,0.2573,-0.0812,-0.0021,0.7843,-0.7496,9.6923
1774367199.898,-40.883,20.452,0.2573,-0.0813,-0.0021,0.9687,1.2226,9.9510
1774367200.031,-40.834,20.465,0.2573,-0.0812,-0.0021,0.7956,-0.8437,9.6880
1774367200.142,-40.786,20.478,0.2573,-0.0812,-0.0021,0.9227,1.0767,9.9115
1774367200.246,-40.738,20.490,0.2573,-0.0812,-0.0021,0.6928,-0.0061,9.7315
1774367200.353,-40.689,20.503,0.2573,-0.0812,-0.0021,0.7929,-0.8122,9.6893
1774367200.456,-40.641,20.516,0.2573,-0.0812,-0.0021,0.7875,-0.7726,9.6912
1774367200.567,-40.592,20.528,0.2573,-0.0812,-0.0021,0.6857,-0.1926,9.7101
1774367200.681,-40.544,20.541,0.2573,-0.0812,-0.0021,0.7880,-0.7802,9.6909
1774367200.790,-40.496,20.554,0.2573,-0.0812,-0.0021,0.7935,-0.8260,9.6888
1774367200.894,-40.447,20.567,0.2573,-0.0812,-0.0021,0.7988,-0.8644,9.6869
1774367200.999,-40.399,20.579,0.2573,-0.0812,-0.0021,0.7921,-0.8112,9.6894
1774367201.103,-40.351,20.592,0.2573,-0.0812,-0.0021,0.7834,0.1746,9.8013
1774367201.218,-40.302,20.605,0.2573,-0.0812,-0.0021,0.9713,1.1715,9.9480
1774367201.326,-40.254,20.618,0.2573,-0.0812,-0.0021,0.6945,-0.0280,9.7298
1774367201.438,-40.206,20.630,0.2573,-0.0813,-0.0021,0.7965,-0.8521,9.6877
1774367201.552,-40.157,20.643,0.2573,-0.0813,-0.0021,0.8022,-0.8931,9.6857
1774367201.658,-40.109,20.656,0.2573,-0.0813,-0.0021,0.7929,-0.8213,9.6889
1774367201.775,-40.061,20.668,0.2573,-0.0813,-0.0021,0.7945,-0.8391,9.6883
1774367201.886,-40.012,20.681,0.2573,-0.0812,-0.0021,0.8831,1.0960,9.8904
1774367201.995,-39.964,20.694,0.2573,-0.0812,-0.0021,0.7674,0.2633,9.7960
1774367202.099,-39.915,20.707,0.2573,-0.0813,-0.0021,0.7997,-0.8761,9.6865
1774367202.209,-39.867,20.719,0.2573,-0.0812,-0.0021,0.7857,0.1878,9.8040
1774367202.324,-39.819,20.732,0.2573,-0.0812,-0.0021,0.7976,-0.8570,9.6874
1774367202.428,-39.770,20.745,0.2573,-0.0812,-0.0021,0.6331,0.0677,9.7167
1774367202.538,-39.722,20.757,0.2573,-0.0812,-0.0021,0.8308,0.6740,9.8431
1774367202.640,-39.674,20.770,0.2573,-0.0812,-0.0021,0.7905,-0.7979,9.6900
1774367202.748,-39.625,20.783,0.2573,-0.0812,-0.0021,0.9082,1.0932,9.9036
1774367202.854,-39.577,20.796,0.2573,-0.0812,-0.0021,0.7870,-0.7686,9.6914
1774367202.969,-39.529,20.808,0.2573,-0.0812,-0.0021,0.7908,-0.7967,9.6899
1774367203.073,-39.480,20.821,0.2573,-0.0812,-0.0021,0.7935,-0.8244,9.6889
1774367203.178,-39.432,20.834,0.2573,-0.0812,-0.0021,0.7862,-0.7624,9.6917
1774367203.284,-39.384,20.847,0.2573,-0.0812,-0.0021,0.7994,-0.8695,9.6867
1774367203.409,-39.335,20.859,0.2573,-0.0812,-0.0021,0.7981,-0.8625,9.6871
1774367203.538,-39.287,20.872,0.2573,-0.0812,-0.0021,0.5844,0.3574,9.7264
1774367203.647,-39.239,20.885,0.2573,-0.0812,-0.0021,0.9125,1.0819,9.9064
1774367203.763,-39.190,20.897,0.2573,-0.0812,-0.0021,0.5922,0.2935,9.7232
1774367203.870,-39.142,20.910,0.2573,-0.0812,-0.0021,0.7937,-0.8284,9.6887
1774367204.005,-39.093,20.923,0.2573,-0.0812,-0.0021,0.7060,-0.3157,9.7060
1774367204.123,-39.045,20.936,0.2573,-0.0812,-0.0021,0.7660,0.2731,9.7964
1774367204.227,-38.997,20.948,0.2573,-0.0812,-0.0021,0.9759,1.1287,9.9449
1774367204.333,-38.948,20.961,0.2573,-0.0812,-0.0021,0.8801,1.0858,9.8886
1774367204.459,-38.900,20.974,0.2573,-0.0813,-0.0021,0.7965,-0.8511,9.6876
1774367204.561,-38.852,20.986,0.2573,-0.0813,-0.0021,0.7960,-0.8481,9.6878
1774367204.676,-38.803,20.999,0.2573,-0.0812,-0.0021,0.9703,1.1901,9.9493
1774367204.790,-38.755,21.012,0.2573,-0.0812,-0.0021,0.7976,-0.8601,9.6873
1774367204.893,-38.707,21.025,0.2573,-0.0812,-0.0021,0.5659,0.4658,9.7308
1774367205.011,-38.658,21.037,0.2573,-0.0812,-0.0021,0.6916,0.0004,9.7315
1774367205.116,-38.610,21.050,0.2573,-0.0812,-0.0021,0.9219,1.0724,9.9117
1774367205.223,-38.562,21.063,0.2573,-0.0812,-0.0021,0.5931,0.2810,9.7227
1774367205.333,-38.513,21.076,0.2573,-0.0812,-0.0021,1.1521,-0.0417,9.9812
1774367205.443,-38.465,21.088,0.2573,-0.0812,-0.0021,0.5773,0.3742,9.7262
1774367205.562,-38.417,21.101,0.2573,-0.0812,-0.0021,0.7903,-0.7965,9.6901
1774367205.674,-38.368,21.114,0.2573,-0.0812,-0.0021,0.7844,-0.7452,9.6925
1774367205.780,-38.320,21.126,0.2573,-0.0812,-0.0021,0.9709,1.1728,9.9481
1774367205.896,-38.271,21.139,0.2573,-0.0812,-0.0021,0.7908,-0.8030,9.6899
1774367206.005,-38.223,21.152,0.2573,-0.0812,-0.0021,0.9714,1.1329,9.9458
1774367206.114,-38.175,21.165,0.2573,-0.0812,-0.0021,0.7870,-0.7691,9.6914
1774367206.229,-38.126,21.177,0.2573,-0.0812,-0.0021,0.7963,-0.8500,9.6878
1774367206.335,-38.078,21.190,0.2573,-0.0812,-0.0021,0.6340,0.0688,9.7167
1774367206.440,-38.030,21.203,0.2573,-0.0812,-0.0021,0.5840,0.3545,9.7264
1774367206.552,-37.981,21.216,0.2573,-0.0812,-0.0021,0.7888,-0.7851,9.6907
1774367206.665,-37.933,21.228,0.2573,-0.0812,-0.0021,0.9721,1.1501,9.9466
1774367206.784,-37.885,21.241,0.2573,-0.0812,-0.0021,0.8240,0.6550,9.8391
1774367206.895,-37.836,21.254,0.2573,-0.0812,-0.0021,0.6297,0.0818,9.7168
1774367207.000,-37.788,21.266,0.2547,-0.0812,-0.0021,0.7911,-0.8042,9.6898
1774367207.104,-37.739,21.279,0.2509,-0.0812,-0.0021,0.7714,0.2000,9.7973
1774367207.216,-37.691,21.291,0.2473,-0.0813,-0.0021,0.9724,1.1762,9.9480
1774367207.335,-37.643,21.303,0.2440,-0.0812,-0.0021,0.7833,0.4610,9.8069
1774367207.444,-37.594,21.315,0.2410,-0.0812,-0.0021,0.7959,-0.8417,9.6879
1774367207.557,-37.545,21.327,0.2382,-0.0813,-0.0021,0.7110,0.1505,9.7583
1774367207.670,-37.497,21.339,0.2357,-0.0812,-0.0021,0.6415,0.0041,9.7136
1774367207.784,-37.448,21.351,0.2333,-0.0813,-0.0021,0.7993,-0.8750,9.6866
1774367207.895,-37.400,21.362,0.2311,-0.0812,-0.0021,0.6967,-0.0538,9.7282
1774367208.003,-37.351,21.373,0.2291,-0.0812,-0.0021,0.7914,-0.8038,9.6897
1774367208.108,-37.302,21.385,0.2272,-0.0812,-0.0021,0.7911,-0.8000,9.6898
1774367208.212,-37.253,21.396,0.2255,-0.0812,-0.0021,0.7984,-0.8627,9.6871
1774367208.319,-37.205,21.407,0.2239,-0.0813,-0.0021,0.7986,-0.8632,9.6871
1774367208.431,-37.156,21.418,0.2225,-0.0812,-0.0021,0.7942,-0.8255,9.6886
1774367208.546,-37.107,21.429,0.2211,-0.0812,-0.0021,0.7942,-0.8327,9.6886
1774367208.651,-37.058,21.440,0.2199,-0.0812,-0.0021,0.8010,-0.8878,9.6860
1774367208.763,-37.010,21.451,0.2187,-0.0813,-0.0021,0.8028,-0.9065,9.6852
1774367208.867,-36.961,21.462,0.2177,-0.0812,-0.0021,0.7867,-0.7660,9.6915
1774367208.983,-36.912,21.473,0.2167,-0.0812,-0.0021,0.9560,1.0182,9.9285
1774367209.087,-36.863,21.483,0.2158,-0.0812,-0.0021,0.6506,-0.0073,9.7158
1774367209.199,-36.814,21.494,0.2150,-0.0812,-0.0021,0.7961,-0.8366,9.6880
1774367209.320,-36.765,21.505,0.2142,-0.0813,-0.0021,0.8017,-0.8959,9.6857
1774367209.423,-36.717,21.515,0.2135,-0.0812,-0.0021,0.7881,-0.7802,9.6909
1774367209.539,-36.668,21.526,0.2129,-0.0812,-0.0021,0.5659,0.4692,9.7309
1774367209.643,-36.619,21.536,0.2123,-0.0812,-0.0021,0.7931,-0.8151,9.6890
1774367209.753,-36.570,21.547,0.2117,-0.0812,-0.0021,0.9009,1.0888,9.8996
1774367209.863,-36.521,21.557,0.2112,-0.0812,-0.0021,0.7932,-0.8158,9.6891
1774367209.969,-36.472,21.568,0.2108,-0.0812,-0.0021,0.6792,-0.1796,9.7089
1774367210.075,-36.423,21.578,0.2103,-0.0813,-0.0021,0.7969,-0.8541,9.6875
1774367210.191,-36.374,21.589,0.2099,-0.0813,-0.0021,0.8029,-0.9023,9.6853
1774367210.302,-36.325,21.599,0.2096,-0.0812,-0.0021,0.7865,-0.7718,9.6911
1774367210.418,-36.277,21.610,0.2092,-0.0812,-0.0021,0.9742,1.1278,9.9453
1774367210.522,-36.228,21.620,0.2089,-0.0812,-0.0021,0.7998,-0.8748,9.6865
1774367210.628,-36.179,21.630,0.2086,-0.0812,-0.0021,0.5893,0.3158,9.7244
1774367210.736,-36.130,21.641,0.2084,-0.0812,-0.0021,0.7038,0.1551,9.7548
1774367210.846,-36.081,21.651,0.2081,-0.0812,-0.0021,0.7964,-0.8475,9.6879
1774367210.952,-36.032,21.661,0.2079,-0.0812,-0.0021,0.7867,-0.7679,9.6915
1774367211.056,-35.983,21.672,0.2077,-0.0812,-0.0021,0.7972,-0.8543,9.6874
1774367211.159,-35.934,21.682,0.2075,-0.0812,-0.0021,0.9768,1.1127,9.9442
1774367211.269,-35.885,21.692,0.2073,-0.0812,-0.0021,0.9709,1.1626,9.9475
1774367211.377,-35.836,21.703,0.2072,-0.0813,-0.0021,0.7683,0.2569,9.7958
1774367211.479,-35.787,21.713,0.2070,-0.0812,-0.0021,0.7919,-0.8116,9.6894
1774367211.587,-35.738,21.723,0.2069,-0.0812,-0.0021,0.9715,1.1810,9.9485
1774367211.704,-35.689,21.733,0.2067,-0.0812,-0.0021,0.7676,0.2649,9.7961
1774367211.818,-35.640,21.744,0.2066,-0.0812,-0.0021,0.5991,0.2345,9.7204
1774367211.930,-35.592,21.754,0.2065,-0.0812,-0.0021,0.6619,-0.0631,9.7143
1774367212.034,-35.543,21.764,0.2064,-0.0812,-0.0021,0.9672,1.1804,9.9490
1774367212.147,-35.494,21.774,0.2063,-0.0812,-0.0021,0.8007,-0.8875,9.6861
1774367212.250,-35.445,21.785,0.2062,-0.0812,-0.0021,0.6493,-0.0026,9.7157
1774367212.358,-35.396,21.795,0.2062,-0.0812,-0.0021,0.6701,-0.1301,9.7104
1774367212.469,-35.347,21.805,0.2061,-0.0812,-0.0021,0.8008,-0.8851,9.6861
1774367212.579,-35.298,21.815,0.2060,-0.0812,-0.0021,0.5739,0.4211,9.7292
1774367212.686,-35.249,21.826,0.2059,-0.0812,-0.0021,0.7817,-0.7245,9.6935
1774367212.796,-35.200,21.836,0.2059,-0.0812,-0.0021,0.7835,-0.7407,9.6927
1774367212.900,-35.151,21.846,0.2058,-0.0812,-0.0021,0.9728,1.1025,9.9441
1774367213.013,-35.102,21.856,0.2058,-0.0812,-0.0021,0.7785,-0.7247,9.6921
1774367213.120,-35.053,21.866,0.2057,-0.0812,-0.0021,0.8008,-0.8835,9.6861
1774367213.227,-35.004,21.877,0.2057,-0.0812,-0.0021,0.9708,1.1503,9.9470
1774367213.340,-34.955,21.887,0.2057,-0.0812,-0.0021,0.7824,-0.7332,9.6931
1774367213.455,-34.906,21.897,0.2056,-0.0812,-0.0021,0.7948,-0.8357,9.6884
1774367213.565,-34.857,21.907,0.2056,-0.0813,-0.0021,0.7886,0.1747,9.8030
1774367213.682,-34.808,21.917,0.2056,-0.0812,-0.0021,0.7204,0.1287,9.7608
1774367213.786,-34.759,21.928,0.2055,-0.0812,-0.0021,0.7906,-0.7986,9.6901
1774367213.894,-34.711,21.938,0.2055,-0.0812,-0.0021,0.9696,1.1551,9.9474
1774367214.003,-34.662,21.948,0.2055,-0.0812,-0.0021,0.9715,1.1208,9.9453
1774367214.109,-34.613,21.958,0.2055,-0.0812,-0.0021,0.6635,-0.0798,9.7128
1774367214.221,-34.564,21.969,0.2055,-0.0812,-0.0021,0.8903,1.0846,9.8950
1774367214.331,-34.515,21.979,0.2054,-0.0812,-0.0021,0.6906,0.0051,9.7317
1774367214.440,-34.466,21.989,0.2054,-0.0813,-0.0021,0.7905,-0.8008,9.6899
1774367214.555,-34.417,21.999,0.2054,-0.0813,-0.0021,0.9724,1.1806,9.9483
1774367214.665,-34.368,22.009,0.2054,-0.0812,-0.0021,0.7965,-0.8461,9.6878
1774367214.775,-34.319,22.020,0.2054,-0.0812,-0.0021,0.9727,1.1328,9.9458
1774367214.885,-34.270,22.030,0.2054,-0.0813,-0.0021,1.1247,-0.0521,9.9653
1774367215.028,-34.221,22.040,0.2053,-0.0812,-0.0021,0.7472,-0.5529,9.6978
1774367215.136,-34.172,22.050,0.2053,-0.0812,-0.0021,0.7763,0.4532,9.8039
1774367215.242,-34.123,22.060,0.2053,-0.0812,-0.0021,0.7963,-0.8458,9.6878
1774367215.346,-34.074,22.070,0.2053,-0.0812,-0.0021,0.7993,-0.8737,9.6866
1774367215.459,-34.025,22.081,0.2053,-0.0812,-0.0021,0.6954,-0.0347,9.7298
1774367215.569,-33.976,22.091,0.2053,-0.0812,-0.0021,0.7387,0.2173,9.7816
1774367215.672,-33.927,22.101,0.2053,-0.0813,-0.0021,0.7968,-0.8507,9.6877
1774367215.779,-33.878,22.111,0.2053,-0.0812,-0.0021,0.9734,1.1394,9.9459
1774367215.885,-33.829,22.121,0.2053,-0.0812,-0.0021,0.9692,1.1876,9.9490
1774367215.992,-33.781,22.132,0.2053,-0.0813,-0.0021,0.4780,1.2004,9.6758
1774367216.098,-33.732,22.142,0.2053,-0.0812,-0.0021,0.7987,-0.8636,9.6869
1774367216.207,-33.683,22.152,0.2053,-0.0812,-0.0021,0.7942,-0.8328,9.6885
1774367216.310,-33.634,22.162,0.2053,-0.0813,-0.0021,0.7992,-0.8762,9.6866
1774367216.412,-33.585,22.172,0.2053,-0.0813,-0.0021,0.9659,1.3136,9.9583
1774367216.515,-33.536,22.183,0.2053,-0.0812,-0.0021,0.7960,-0.8438,9.6880
1774367216.627,-33.487,22.193,0.2053,-0.0812,-0.0021,0.7912,-0.7987,9.6899
1774367216.733,-33.438,22.203,0.2053,-0.0813,-0.0021,0.7974,-0.8560,9.6874
1774367216.834,-33.389,22.213,0.2052,-0.0812,-0.0021,0.6410,0.0503,9.7177
1774367216.952,-33.340,22.223,0.2052,-0.0812,-0.0021,0.9726,1.1793,9.9482
1774367217.060,-33.291,22.234,0.2052,-0.0813,-0.0021,0.9703,1.1957,9.9492
1774367217.192,-33.242,22.244,0.2052,-0.0812,-0.0021,0.5732,0.4004,9.7275
1774367217.295,-33.193,22.254,0.2052,-0.0813,-0.0021,0.4783,1.2018,9.6758
1774367217.399,-33.144,22.264,0.2052,-0.0812,-0.0021,0.7989,-0.8708,9.6868
1774367217.548,-33.095,22.274,0.2052,-0.0812,-0.0021,0.8945,1.0942,9.8964
1774367217.682,-33.046,22.284,0.2052,-0.0812,-0.0021,0.7782,0.1979,9.8011
1774367217.796,-32.997,22.295,0.2052,-0.0812,-0.0021,0.5751,0.4064,9.7281
1774367217.911,-32.948,22.305,0.2052,-0.0812,-0.0021,0.6920,0.0010,9.7319
1774367218.025,-32.899,22.315,0.2052,-0.0812,-0.0021,0.7940,-0.8289,9.6887
1774367218.148,-32.850,22.325,0.2052,-0.0813,-0.0021,0.7966,-0.8502,9.6877
1774367218.259,-32.802,22.335,0.2052,-0.0812,-0.0021,0.7870,-0.7674,9.6915
1774367218.370,-32.753,22.346,0.2052,-0.0812,-0.0021,0.7949,-0.8371,9.6883
1774367218.478,-32.704,22.356,0.2052,-0.0812,-0.0021,0.7683,0.3813,9.7943
1774367218.588,-32.655,22.366,0.2052,-0.0812,-0.0021,0.6043,0.2049,9.7195
1774367218.694,-32.606,22.376,0.2052,-0.0812,-0.0021,0.7906,-0.8033,9.6899
1774367218.800,-32.557,22.386,0.2052,-0.0812,-0.0021,0.5748,0.4027,9.7280
1774367218.903,-32.508,22.397,0.2052,-0.0812,-0.0021,0.7930,-0.8221,9.6890
1774367219.006,-32.459,22.407,0.2052,-0.0813,-0.0021,0.7994,-0.8765,9.6866
1774367219.108,-32.410,22.417,0.2052,-0.0813,-0.0021,0.7994,-0.8740,9.6866
1774367219.212,-32.361,22.427,0.2052,-0.0812,-0.0021,0.7923,-0.8158,9.6893
1774367219.325,-32.312,22.437,0.2052,-0.0812,-0.0021,0.7897,-0.7936,9.6903
1774367219.428,-32.263,22.448,0.2052,-0.0812,-0.0021,0.7991,-0.8723,9.6867
1774367219.532,-32.214,22.458,0.2052,-0.0813,-0.0021,0.7412,0.1292,9.7726
1774367219.635,-32.165,22.468,0.2052,-0.0812,-0.0021,0.6372,0.0579,9.7170
1774367219.742,-32.116,22.478,0.2052,-0.0812,-0.0021,0.7880,-0.7785,9.6909
1774367219.856,-32.067,22.488,0.2052,-0.0812,-0.0021,0.6458,-0.0071,9.7141
1774367219.967,-32.018,22.498,0.2052,-0.0812,-0.0021,0.9682,1.1827,9.9491
1774367220.078,-31.969,22.509,0.2052,-0.0813,-0.0021,0.8009,0.0892,9.8008
1774367220.190,-31.920,22.519,0.2052,-0.0812,-0.0021,0.8029,-0.9039,9.6853
1774367220.298,-31.871,22.529,0.2052,-0.0812,-0.0021,0.7913,-0.8052,9.6897
1774367220.404,-31.822,22.539,0.2052,-0.0812,-0.0021,0.9683,1.1846,9.9492
1774367220.510,-31.774,22.549,0.2052,-0.0813,-0.0021,0.7776,-0.7298,9.6925
1774367220.619,-31.725,22.560,0.2052,-0.0812,-0.0021,0.7894,-0.7862,9.6904
1774367220.732,-31.676,22.570,0.2052,-0.0812,-0.0021,0.7087,0.1506,9.7569
1774367220.839,-31.627,22.580,0.2052,-0.0812,-0.0021,0.7993,-0.8739,9.6867
1774367220.947,-31.578,22.590,0.2052,-0.0812,-0.0021,0.7870,-0.7711,9.6913
1774367221.054,-31.529,22.600,0.2052,-0.0812,-0.0021,0.7428,-0.5181,9.6991
1774367221.167,-31.480,22.611,0.2052,-0.0812,-0.0021,0.5805,0.3662,9.7263
1774367221.277,-31.431,22.621,0.2052,-0.0812,-0.0021,0.9239,1.0719,9.9118
1774367221.380,-31.382,22.631,0.2052,-0.0812,-0.0021,0.7926,-0.8165,9.6892
1774367221.498,-31.333,22.641,0.2052,-0.0812,-0.0021,0.7967,-0.8497,9.6876
1774367221.623,-31.284,22.651,0.2052,-0.0812,-0.0021,0.5674,0.4562,9.7302
1774367221.741,-31.235,22.661,0.2052,-0.0812,-0.0021,0.7888,-0.7846,9.6907
1774367221.868,-31.186,22.672,0.2052,-0.0812,-0.0021,0.7947,-0.8347,9.6884
1774367221.974,-31.137,22.682,0.2052,-0.0812,-0.0021,0.6013,0.2382,9.7214
1774367222.086,-31.088,22.692,0.2052,-0.0812,-0.0021,0.5773,0.3897,9.7273
1774367222.204,-31.039,22.702,0.2052,-0.0812,-0.0021,0.8902,1.0860,9.8942
1774367222.310,-30.990,22.712,0.2052,-0.0812,-0.0021,0.9676,1.2136,9.9508
1774367222.415,-30.941,22.723,0.2052,-0.0813,-0.0021,0.7868,0.1703,9.8025
1774367222.521,-30.892,22.733,0.2052,-0.0812,-0.0021,0.7953,-0.8391,9.6882
1774367222.626,-30.843,22.743,0.2052,-0.0812,-0.0021,0.7949,-0.8361,9.6883
1774367222.742,-30.795,22.753,0.2052,-0.0812,-0.0021,0.7915,-0.8022,9.6897
1774367222.848,-30.746,22.763,0.2052,-0.0812,-0.0021,0.9751,1.1101,9.9441
1774367222.972,-30.697,22.774,0.2052,-0.0812,-0.0021,0.7910,-0.7996,9.6898
1774367223.075,-30.648,22.784,0.2052,-0.0812,-0.0021,0.9699,1.1904,9.9491
1774367223.180,-30.599,22.794,0.2052,-0.0813,-0.0021,0.7978,-0.8663,9.6870
1774367223.286,-30.550,22.804,0.2052,-0.0812,-0.0021,0.7927,-0.8135,9.6893
1774367223.405,-30.501,22.814,0.2052,-0.0812,-0.0021,0.7886,-0.7839,9.6907
1774367223.509,-30.452,22.825,0.2052,-0.0812,-0.0021,0.9753,1.1176,9.9445
1774367223.618,-30.403,22.835,0.2052,-0.0812,-0.0021,1.1043,-0.0412,9.9549
1774367223.731,-30.354,22.845,0.2052,-0.0812,-0.0021,0.7674,0.2015,9.7954
1774367223.846,-30.305,22.855,0.2052,-0.0812,-0.0021,0.5889,0.3228,9.7247
1774367223.951,-30.256,22.865,0.2052,-0.0813,-0.0021,0.7964,-0.8508,9.6876
1774367224.058,-30.207,22.875,0.2052,-0.0812,-0.0021,0.9754,1.1189,9.9447
1774367224.167,-30.158,22.886,0.2052,-0.0813,-0.0021,0.7912,0.1358,9.8008
1774367224.281,-30.109,22.896,0.2052,-0.0812,-0.0021,0.5846,0.3407,9.7254
1774367224.401,-30.060,22.906,0.2052,-0.0812,-0.0021,0.8051,-0.9222,9.6845
1774367224.535,-30.011,22.916,0.2052,-0.0812,-0.0021,0.7977,-0.8602,9.6873
1774367224.643,-29.962,22.926,0.2052,-0.0812,-0.0021,0.7905,-0.7979,9.6900
1774367224.761,-29.913,22.937,0.2052,-0.0812,-0.0021,0.7958,-0.8463,9.6879
1774367224.872,-29.864,22.947,0.2052,-0.0812,-0.0021,0.6945,-0.0173,9.7309
1774367224.999,-29.815,22.957,0.2052,-0.0813,-0.0021,0.9732,1.1804,9.9483
1774367225.106,-29.767,22.967,0.2052,-0.0812,-0.0021,0.8086,-0.9499,9.6832
1774367225.209,-29.718,22.977,0.2052,-0.0812,-0.0021,0.7954,-0.8396,9.6882
1774367225.312,-29.669,22.988,0.2052,-0.0812,-0.0021,0.7419,0.1636,9.7768
1774367225.414,-29.620,22.998,0.2052,-0.0813,-0.0021,0.7989,-0.8702,9.6868
1774367225.523,-29.571,23.008,0.2052,-0.0812,-0.0021,0.9689,1.1903,9.9493
1774367225.630,-29.522,23.018,0.2052,-0.0812,-0.0021,0.8636,0.7971,9.8652
1774367225.738,-29.473,23.028,0.2052,-0.0813,-0.0021,0.7956,-0.8473,9.6879
1774367225.849,-29.424,23.038,0.2052,-0.0812,-0.0021,0.6435,0.0222,9.7161
1774367225.957,-29.375,23.049,0.2052,-0.0813,-0.0021,0.7858,0.1579,9.8005
1774367226.066,-29.326,23.059,0.2052,-0.0812,-0.0021,0.6971,0.1143,9.7462
1774367226.169,-29.277,23.069,0.2052,-0.0812,-0.0021,0.6393,0.0119,9.7135
1774367226.286,-29.228,23.079,0.2052,-0.0812,-0.0021,0.7910,-0.7993,9.6899
1774367226.404,-29.179,23.089,0.2052,-0.0813,-0.0021,0.8007,-0.8800,9.6863
