x,y
-79.49223618351748,-1.2596780287286942
-79.49223618351748,-1.2596780287286942
-79.49223618351748,-1.2596780287286942
-79.49223618351748,-1.2596780287286942
-79.41321734985301,-1.2401619770965686
-79.41321734985301,-1.2401619770965686
-79.41321734985301,-1.2401619770965686
-79.41321734985301,-1.2401619770965686
-79.41321734985301,-1.2401619770965686
-79.41321734985301,-1.2401619770965686
-79.32765609837787,-1.2186428630114587
-79.32765609837787,-1.2186428630114587
-79.32765609837787,-1.2186428630114587
-79.32765609837787,-1.2186428630114587
-79.32765609837787,-1.2186428630114587
-79.32765609837787,-1.2186428630114587
-79.32765609837787,-1.2186428630114587
-79.2429158362129,-1.1939134261150723
-79.2429158362129,-1.1939134261150723
-79.2429158362129,-1.1939134261150723
-79.2429158362129,-1.1939134261150723
-79.2429158362129,-1.1939134261150723
-79.2429158362129,-1.1939134261150723
-79.16113007040693,-1.1705727124685739
-79.16113007040693,-1.1705727124685739
-79.16113007040693,-1.1705727124685739
-79.16113007040693,-1.1705727124685739
-79.16113007040693,-1.1705727124685739
-79.16113007040693,-1.1705727124685739
-79.0800475862364,-1.1511327961689277
-79.0800475862364,-1.1511327961689277
-79.0800475862364,-1.1511327961689277
-79.0800475862364,-1.1511327961689277
-79.0800475862364,-1.1511327961689277
-79.0800475862364,-1.1511327961689277
-78.99897473040159,-1.1307862248659033
-78.99897473040159,-1.1307862248659033
-78.99897473040159,-1.1307862248659033
-78.99897473040159,-1.1307862248659033
-78.99897473040159,-1.1307862248659033
-78.99897473040159,-1.1307862248659033
-78.99897473040159,-1.1307862248659033
-78.91416265625315,-1.111690232390032
-78.91416265625315,-1.111690232390032
-78.91416265625315,-1.111690232390032
-78.91416265625315,-1.111690232390032
-78.91416265625315,-1.111690232390032
-78.91416265625315,-1.111690232390032
-78.83053847891387,-1.0918958237267855
-78.83053847891387,-1.0918958237267855
-78.83053847891387,-1.0918958237267855
-78.83053847891387,-1.0918958237267855
-78.83053847891387,-1.0918958237267855
-78.83053847891387,-1.0918958237267855
-78.83053847891387,-1.0918958237267855
-78.74461993808598,-1.06902010751931
-78.74461993808598,-1.06902010751931
-78.74461993808598,-1.06902010751931
-78.74461993808598,-1.06902010751931
-78.74461993808598,-1.06902010751931
-78.74461993808598,-1.06902010751931
-78.66537033408275,-1.0525555783024307
-78.66537033408275,-1.0525555783024307
-78.66537033408275,-1.0525555783024307
-78.66537033408275,-1.0525555783024307
-78.66537033408275,-1.0525555783024307
-78.66537033408275,-1.0525555783024307
-78.60134692189638,-1.036587604980376
-78.60134692189638,-1.036587604980376
-78.60134692189638,-1.036587604980376
-78.60134692189638,-1.036587604980376
-78.60134692189638,-1.036587604980376
-78.60134692189638,-1.036587604980376
-78.60134692189638,-1.036587604980376
-78.5256703701948,-1.0205985736601475
-78.5256703701948,-1.0205985736601475
-78.5256703701948,-1.0205985736601475
-78.5256703701948,-1.0205985736601475
-78.5256703701948,-1.0205985736601475
-78.5256703701948,-1.0205985736601475
-78.45891137196814,-1.0094038832771322
-78.45891137196814,-1.0094038832771322
-78.45891137196814,-1.0094038832771322
-78.45891137196814,-1.0094038832771322
-78.45891137196814,-1.0094038832771322
-78.45891137196814,-1.0094038832771322
-78.3824083621432,-0.9940216434946807
-78.3824083621432,-0.9940216434946807
-78.3824083621432,-0.9940216434946807
-78.3824083621432,-0.9940216434946807
-78.3824083621432,-0.9940216434946807
-78.3824083621432,-0.9940216434946807
-78.3824083621432,-0.9940216434946807
-78.31759983340459,-0.9848780946904423
-78.31759983340459,-0.9848780946904423
-78.31759983340459,-0.9848780946904423
-78.31759983340459,-0.9848780946904423
-78.31759983340459,-0.9848780946904423
-78.31759983340459,-0.9848780946904423
-78.25718214112824,-0.9739701861832257
-78.25718214112824,-0.9739701861832257
-78.25718214112824,-0.9739701861832257
-78.25718214112824,-0.9739701861832257
-78.25718214112824,-0.9739701861832257
-78.25718214112824,-0.9739701861832257
-78.25718214112824,-0.9739701861832257
-78.25718214112824,-0.9739701861832257
-78.19641741117152,-0.9641068454566737
-78.19641741117152,-0.9641068454566737
-78.19641741117152,-0.9641068454566737
-78.19641741117152,-0.9641068454566737
-78.19641741117152,-0.9641068454566737
-78.19641741117152,-0.9641068454566737
-78.1365207809052,-0.9591105008188352
-78.1365207809052,-0.9591105008188352
-78.1365207809052,-0.9591105008188352
-78.1365207809052,-0.9591105008188352
-78.1365207809052,-0.9591105008188352
-78.1365207809052,-0.9591105008188352
-78.0752038664443,-0.9537701477413183
-78.0752038664443,-0.9537701477413183
-78.0752038664443,-0.9537701477413183
-78.0752038664443,-0.9537701477413183
-78.0752038664443,-0.9537701477413183
-78.0752038664443,-0.9537701477413183
-78.01422400283333,-0.942030678418214
-78.01422400283333,-0.942030678418214
-78.01422400283333,-0.942030678418214
-78.01422400283333,-0.942030678418214
-78.01422400283333,-0.942030678418214
-78.01422400283333,-0.942030678418214
-78.01422400283333,-0.942030678418214
-77.95973710356482,-0.9376967871986484
-77.95973710356482,-0.9376967871986484
-77.95973710356482,-0.9376967871986484
-77.95973710356482,-0.9376967871986484
-77.95973710356482,-0.9376967871986484
-77.95973710356482,-0.9376967871986484
-77.94570659906586,-0.9337819988895735
-77.94570659906586,-0.9337819988895735
-77.94570659906586,-0.9337819988895735
-77.94570659906586,-0.9337819988895735
-77.94570659906586,-0.9337819988895735
-77.94570659906586,-0.9337819988895735
-77.94570659906586,-0.9337819988895735
-77.881509395944,-0.9205493291540954
-77.881509395944,-0.9205493291540954
-77.881509395944,-0.9205493291540954
-77.881509395944,-0.9205493291540954
-77.881509395944,-0.9205493291540954
-77.881509395944,-0.9205493291540954
-77.79692741393535,-0.9091402113752123
-77.79692741393535,-0.9091402113752123
-77.79692741393535,-0.9091402113752123
-77.79692741393535,-0.9091402113752123
-77.79692741393535,-0.9091402113752123
-77.79692741393535,-0.9091402113752123
-77.71175190895646,-0.8925620352213706
-77.71175190895646,-0.8925620352213706
-77.71175190895646,-0.8925620352213706
-77.71175190895646,-0.8925620352213706
-77.71175190895646,-0.8925620352213706
-77.71175190895646,-0.8925620352213706
-77.71175190895646,-0.8925620352213706
-77.6210878152832,-0.8773212035049607
-77.6210878152832,-0.8773212035049607
-77.6210878152832,-0.8773212035049607
-77.6210878152832,-0.8773212035049607
-77.6210878152832,-0.8773212035049607
-77.6210878152832,-0.8773212035049607
-77.5369093251952,-0.8702301768865333
-77.5369093251952,-0.8702301768865333
-77.5369093251952,-0.8702301768865333
-77.5369093251952,-0.8702301768865333
-77.5369093251952,-0.8702301768865333
-77.5369093251952,-0.8702301768865333
-77.5369093251952,-0.8702301768865333
-77.45231281681232,-0.8564456132580345
-77.45231281681232,-0.8564456132580345
-77.45231281681232,-0.8564456132580345
-77.45231281681232,-0.8564456132580345
-77.45231281681232,-0.8564456132580345
-77.45231281681232,-0.8564456132580345
-77.36044182161334,-0.8387583885423018
-77.36044182161334,-0.8387583885423018
-77.36044182161334,-0.8387583885423018
-77.36044182161334,-0.8387583885423018
-77.36044182161334,-0.8387583885423018
-77.36044182161334,-0.8387583885423018
-77.2750242022626,-0.8267957771026584
-77.2750242022626,-0.8267957771026584
-77.2750242022626,-0.8267957771026584
-77.2750242022626,-0.8267957771026584
-77.2750242022626,-0.8267957771026584
-77.2750242022626,-0.8267957771026584
-77.2750242022626,-0.8267957771026584
-77.18627703220659,-0.8165725946212712
-77.18627703220659,-0.8165725946212712
-77.18627703220659,-0.8165725946212712
-77.18627703220659,-0.8165725946212712
-77.18627703220659,-0.8165725946212712
-77.18627703220659,-0.8165725946212712
-77.18627703220659,-0.8165725946212712
-77.10222987557373,-0.8034688846149072
-77.10222987557373,-0.8034688846149072
-77.10222987557373,-0.8034688846149072
-77.10222987557373,-0.8034688846149072
-77.10222987557373,-0.8034688846149072
-77.10222987557373,-0.8034688846149072
-77.01534688901135,-0.7914915784485883
-77.01534688901135,-0.7914915784485883
-77.01534688901135,-0.7914915784485883
-77.01534688901135,-0.7914915784485883
-77.01534688901135,-0.7914915784485883
-77.01534688901135,-0.7914915784485883
-76.92857921191018,-0.7802562592957418
-76.92857921191018,-0.7802562592957418
-76.92857921191018,-0.7802562592957418
-76.92857921191018,-0.7802562592957418
-76.92857921191018,-0.7802562592957418
-76.92857921191018,-0.7802562592957418
-76.92857921191018,-0.7802562592957418
-76.84107180552239,-0.7696915917532898
-76.84107180552239,-0.7696915917532898
-76.84107180552239,-0.7696915917532898
-76.84107180552239,-0.7696915917532898
-76.84107180552239,-0.7696915917532898
-76.84107180552239,-0.7696915917532898
-76.75411796782787,-0.7587119173412153
-76.75411796782787,-0.7587119173412153
-76.75411796782787,-0.7587119173412153
-76.75411796782787,-0.7587119173412153
-76.75411796782787,-0.7587119173412153
-76.75411796782787,-0.7587119173412153
