t_wall,sim_t,vio_x,vio_y,vio_z,qx,qy,qz,qw,gt_x,gt_y
1776761695.1296918,26.2,-3.72288,17.193243,0.050781,0.705697,0.058803,-0.048681,-0.704389,-79.10958862304688,-1.158386468887329
1776761695.229914,26.2,-3.72288,17.193243,0.050781,0.705697,0.058803,-0.048681,-0.704389,-79.04672241210938,-1.1434228420257568
1776761695.330154,26.2,-3.72288,17.193243,0.050781,0.705697,0.058803,-0.048681,-0.704389,-79.04672241210938,-1.1434228420257568
1776761695.430351,26.3,-3.732164,17.270031,0.053291,0.705975,0.056964,-0.046686,-0.704397,-79.04672241210938,-1.1434228420257568
1776761695.5305471,26.3,-3.732164,17.270031,0.053291,0.705975,0.056964,-0.046686,-0.704397,-79.04672241210938,-1.1434228420257568
1776761695.630757,26.3,-3.732164,17.270031,0.053291,0.705975,0.056964,-0.046686,-0.704397,-79.04672241210938,-1.1434228420257568
1776761695.730964,26.3,-3.732164,17.270031,0.053291,0.705975,0.056964,-0.046686,-0.704397,-79.04672241210938,-1.1434228420257568
1776761695.8311849,26.3,-3.732164,17.270031,0.053291,0.705975,0.056964,-0.046686,-0.704397,-79.04672241210938,-1.1434228420257568
1776761695.9314144,26.3,-3.732164,17.270031,0.053291,0.705975,0.056964,-0.046686,-0.704397,-78.96625518798828,-1.1255345344543457
1776761696.0316384,26.4,-3.737455,17.337515,0.052521,0.706215,0.054063,-0.043874,-0.704566,-78.96625518798828,-1.1255345344543457
1776761696.1318228,26.4,-3.737455,17.337515,0.052521,0.706215,0.054063,-0.043874,-0.704566,-78.96625518798828,-1.1255345344543457
1776761696.232068,26.4,-3.737455,17.337515,0.052521,0.706215,0.054063,-0.043874,-0.704566,-78.96625518798828,-1.1255345344543457
1776761696.3322895,26.4,-3.737455,17.337515,0.052521,0.706215,0.054063,-0.043874,-0.704566,-78.96625518798828,-1.1255345344543457
1776761696.4324696,26.4,-3.737455,17.337515,0.052521,0.706215,0.054063,-0.043874,-0.704566,-78.96625518798828,-1.1255345344543457
1776761696.5326793,26.4,-3.737455,17.337515,0.052521,0.706215,0.054063,-0.043874,-0.704566,-78.90319061279297,-1.1115219593048096
1776761696.6329138,26.5,-3.746062,17.415073,0.052431,0.706308,0.052412,-0.042014,-0.704711,-78.90319061279297,-1.1115219593048096
1776761696.733109,26.5,-3.746062,17.415073,0.052431,0.706308,0.052412,-0.042014,-0.704711,-78.90319061279297,-1.1115219593048096
1776761696.8333256,26.5,-3.746062,17.415073,0.052431,0.706308,0.052412,-0.042014,-0.704711,-78.90319061279297,-1.1115219593048096
1776761696.9335625,26.5,-3.746062,17.415073,0.052431,0.706308,0.052412,-0.042014,-0.704711,-78.90319061279297,-1.1115219593048096
1776761697.0342455,26.5,-3.746062,17.415073,0.052431,0.706308,0.052412,-0.042014,-0.704711,-78.90319061279297,-1.1115219593048096
