1774445314.383,-166.9028,0.2367,0.1152
1774445314.604,-166.8988,0.2372,0.1153
1774445314.640,-166.8829,0.2389,0.1159
1774445314.644,-166.8730,0.2399,0.1162
1774445314.645,-166.8630,0.2410,0.1166
1774445314.646,-166.8551,0.2419,0.1168
1774445314.647,-166.8472,0.2428,0.1169
1774445314.648,-166.8412,0.2435,0.1170
1774445314.649,-166.8313,0.2447,0.1170
1774445314.650,-166.8214,0.2458,0.1170
1774445314.651,-166.8135,0.2468,0.1170
1774445314.652,-166.8055,0.2477,0.1170
1774445314.654,-166.7976,0.2486,0.1170
1774445314.655,-166.7917,0.2493,0.1170
1774445314.668,-166.7818,0.2505,0.1170
1774445314.689,-166.7719,0.2517,0.1170
1774445314.709,-166.7619,0.2528,0.1172
1774445314.732,-166.7540,0.2537,0.1174
1774445314.752,-166.7480,0.2543,0.1175
1774445314.770,-166.7381,0.2554,0.1178
1774445314.790,-166.7282,0.2566,0.1180
1774445314.809,-166.7202,0.2575,0.1180
1774445314.828,-166.7102,0.2587,0.1180
1774445314.873,-166.7022,0.2596,0.1180
1774445314.874,-166.6982,0.2601,0.1180
1774445314.891,-166.6902,0.2611,0.1180
1774445314.908,-166.6802,0.2622,0.1180
1774445314.924,-166.6722,0.2632,0.1180
1774445314.944,-166.6622,0.2644,0.1180
1774445314.965,-166.6542,0.2653,0.1180
1774445314.992,-166.6462,0.2663,0.1180
1774445314.999,-166.6422,0.2667,0.1181
1774445315.018,-166.6322,0.2679,0.1181
1774445315.040,-166.6222,0.2691,0.1181
1774445315.058,-166.6122,0.2703,0.1181
1774445315.086,-166.6042,0.2712,0.1181
1774445315.117,-166.5982,0.2720,0.1181
1774445315.119,-166.5942,0.2724,0.1181
1774445315.135,-166.5842,0.2736,0.1181
1774445315.155,-166.5741,0.2748,0.1181
1774445315.174,-166.5639,0.2760,0.1181
1774445315.197,-166.5557,0.2770,0.1181
1774445315.235,-166.5496,0.2777,0.1182
1774445315.236,-166.5435,0.2784,0.1182
1774445315.247,-166.5353,0.2794,0.1182
1774445315.266,-166.5251,0.2806,0.1182
1774445315.289,-166.5170,0.2816,0.1182
1774445315.304,-166.5068,0.2828,0.1183
1774445315.409,-166.4986,0.2837,0.1183
1774445315.413,-166.4904,0.2847,0.1183
1774445315.416,-166.4802,0.2859,0.1183
1774445315.417,-166.4700,0.2871,0.1183
1774445315.418,-166.4598,0.2883,0.1184
1774445315.423,-166.4517,0.2893,0.1184
1774445315.441,-166.4476,0.2898,0.1184
1774445315.460,-166.4394,0.2907,0.1184
1774445315.479,-166.4292,0.2919,0.1184
1774445315.499,-166.4190,0.2931,0.1184
1774445315.519,-166.4088,0.2944,0.1185
1774445315.540,-166.4007,0.2953,0.1185
1774445315.561,-166.3925,0.2963,0.1185
1774445315.586,-166.3823,0.2975,0.1185
1774445315.599,-166.3721,0.2987,0.1186
1774445315.619,-166.3619,0.2999,0.1186
1774445315.641,-166.3518,0.3011,0.1186
1774445315.695,-166.3457,0.3018,0.1186
1774445315.696,-166.3397,0.3026,0.1186
1774445315.699,-166.3297,0.3037,0.1186
1774445315.715,-166.3217,0.3047,0.1186
1774445315.734,-166.3137,0.3056,0.1186
1774445315.751,-166.3037,0.3068,0.1186
1774445315.786,-166.2957,0.3078,0.1186
1774445315.788,-166.2897,0.3085,0.1186
1774445315.806,-166.2797,0.3097,0.1186
1774445315.824,-166.2717,0.3106,0.1186
1774445315.843,-166.2618,0.3119,0.1188
1774445315.860,-166.2538,0.3128,0.1190
1774445315.887,-166.2478,0.3136,0.1191
1774445315.903,-166.2419,0.3143,0.1193
1774445315.920,-166.2319,0.3156,0.1195
1774445315.946,-166.2240,0.3166,0.1197
1774445315.962,-166.2160,0.3176,0.1199
1774445315.983,-166.2101,0.3183,0.1200
1774445316.001,-166.2061,0.3188,0.1201
1774445316.023,-166.2001,0.3196,0.1203
1774445316.049,-166.1922,0.3206,0.1206
1774445316.060,-166.1862,0.3214,0.1209
1774445316.084,-166.1763,0.3227,0.1217
1774445316.100,-166.1683,0.3237,0.1224
1774445316.120,-166.1624,0.3245,0.1230
1774445316.139,-166.1544,0.3256,0.1237
1774445316.162,-166.1485,0.3264,0.1242
1774445316.184,-166.1425,0.3272,0.1247
1774445316.196,-166.1326,0.3285,0.1256
1774445316.223,-166.1246,0.3296,0.1263
1774445316.240,-166.1187,0.3304,0.1268
1774445316.263,-166.1107,0.3314,0.1274
1774445316.275,-166.1028,0.3325,0.1281
1774445316.305,-166.0948,0.3335,0.1288
1774445316.315,-166.0869,0.3346,0.1294
1774445316.376,-166.0770,0.3359,0.1302
1774445316.378,-166.0670,0.3373,0.1310
1774445316.398,-166.0571,0.3386,0.1318
1774445316.404,-166.0492,0.3397,0.1324
1774445316.447,-166.0432,0.3405,0.1328
1774445316.448,-166.0333,0.3418,0.1336
1774445316.452,-166.0234,0.3432,0.1343
1774445316.471,-166.0135,0.3446,0.1347
1774445316.490,-166.0056,0.3457,0.1349
1774445316.633,-165.9996,0.3465,0.1349
1774445316.840,-165.9342,0.3553,0.1345
1774445316.842,-165.9243,0.3566,0.1345
1774445316.843,-165.9144,0.3580,0.1345
1774445316.844,-165.9045,0.3593,0.1345
1774445316.850,-165.8965,0.3604,0.1345
1774445316.852,-165.8866,0.3617,0.1345
1774445316.853,-165.8767,0.3631,0.1345
1774445316.854,-165.8688,0.3642,0.1346
1774445316.855,-165.8589,0.3655,0.1346
1774445316.856,-165.8510,0.3666,0.1346
1774445316.867,-165.8450,0.3674,0.1345
1774445316.876,-165.8391,0.3682,0.1345
1774445316.895,-165.8292,0.3695,0.1343
1774445316.915,-165.8192,0.3708,0.1342
1774445316.936,-165.8093,0.3721,0.1341
1774445316.987,-165.8014,0.3732,0.1340
1774445316.988,-165.7935,0.3742,0.1339
1774445317.053,-165.7835,0.3755,0.1338
1774445317.058,-165.7736,0.3768,0.1337
1774445317.059,-165.7637,0.3782,0.1337
1774445317.060,-165.7557,0.3792,0.1336
1774445317.096,-165.7498,0.3800,0.1336
1774445317.148,-165.7439,0.3808,0.1336
1774445317.149,-165.7340,0.3822,0.1340
1774445317.150,-165.7241,0.3837,0.1346
1774445317.151,-165.7142,0.3852,0.1353
1774445317.172,-165.7043,0.3867,0.1361
1774445317.197,-165.6984,0.3876,0.1365
1774445317.301,-165.6905,0.3889,0.1371
1774445317.386,-165.6807,0.3904,0.1379
1774445317.388,-165.6708,0.3920,0.1386
1774445317.389,-165.6609,0.3936,0.1394
