seq,wall_ts,x,y
0,1776895855.514,65.000,-17.800
1,1776895855.514,64.997,-17.715
2,1776895855.514,64.995,-17.665
3,1776895855.514,64.993,-17.615
4,1776895855.514,64.990,-17.565
5,1776895855.514,64.986,-17.515
6,1776895855.514,64.982,-17.465
7,1776895855.514,64.977,-17.415
8,1776895855.514,64.973,-17.365
9,1776895855.514,64.968,-17.316
10,1776895855.514,64.952,-17.268
11,1776895855.514,64.931,-17.223
12,1776895855.514,64.907,-17.179
13,1776895855.514,64.881,-17.136
14,1776895855.514,64.854,-17.094
15,1776895855.514,64.824,-17.054
16,1776895855.514,64.793,-17.015
17,1776895855.514,64.763,-16.975
18,1776895855.514,64.731,-16.936
19,1776895855.514,64.707,-16.893
20,1776895855.514,64.680,-16.850
21,1776895855.514,64.653,-16.809
22,1776895855.514,64.617,-16.774
23,1776895855.514,64.582,-16.738
24,1776895855.514,64.546,-16.703
25,1776895855.514,64.497,-16.692
26,1776895855.514,64.448,-16.683
27,1776895855.514,64.399,-16.676
28,1776895855.514,64.349,-16.669
29,1776895855.514,64.299,-16.664
30,1776895855.514,64.249,-16.659
31,1776895855.514,64.200,-16.655
32,1776895855.514,64.150,-16.651
33,1776895855.514,64.100,-16.647
34,1776895855.514,64.050,-16.644
35,1776895855.514,64.000,-16.642
36,1776895855.514,63.950,-16.639
37,1776895855.514,63.900,-16.637
38,1776895855.514,63.850,-16.635
39,1776895855.514,63.800,-16.633
40,1776895855.514,63.750,-16.632
41,1776895855.514,63.700,-16.630
42,1776895855.514,63.650,-16.629
43,1776895855.514,63.600,-16.627
44,1776895855.514,63.550,-16.626
45,1776895855.514,63.500,-16.625
46,1776895855.514,63.450,-16.624
47,1776895855.514,63.400,-16.623
48,1776895855.514,63.350,-16.622
49,1776895855.514,63.300,-16.622
50,1776895855.514,63.250,-16.621
51,1776895855.514,63.200,-16.620
52,1776895855.514,63.150,-16.619
53,1776895855.514,63.100,-16.619
54,1776895855.514,63.050,-16.618
55,1776895855.514,63.000,-16.618
56,1776895855.514,62.950,-16.617
57,1776895855.514,62.900,-16.617
58,1776895855.514,62.850,-16.616
59,1776895855.514,62.800,-16.616
60,1776895855.514,62.750,-16.615
61,1776895855.514,62.700,-16.615
62,1776895855.514,62.650,-16.614
63,1776895855.514,62.600,-16.614
64,1776895855.514,62.550,-16.614
65,1776895855.514,62.500,-16.613
66,1776895855.514,62.450,-16.613
67,1776895855.514,62.412,-16.581
68,1776895855.514,62.369,-16.556
69,1776895855.514,62.321,-16.540
70,1776895855.514,62.274,-16.524
71,1776895855.514,62.280,-16.474
72,1776895855.514,62.288,-16.425
73,1776895855.514,62.277,-16.376
74,1776895855.514,62.267,-16.327
75,1776895855.514,62.238,-16.287
76,1776895855.514,62.202,-16.252
77,1776895855.514,62.174,-16.210
78,1776895855.514,62.143,-16.171
79,1776895855.514,62.104,-16.140
80,1776895855.514,62.070,-16.103
81,1776895855.514,62.032,-16.071
82,1776895855.514,61.989,-16.046
83,1776895855.514,61.973,-15.998
84,1776895855.514,61.959,-15.950
85,1776895855.514,61.944,-15.903
86,1776895855.514,61.948,-15.853
87,1776895855.514,61.954,-15.803
88,1776895855.514,61.913,-15.774
89,1776895855.514,61.874,-15.742
90,1776895855.514,61.863,-15.694
91,1776895855.514,61.834,-15.653
92,1776895855.514,61.796,-15.621
93,1776895855.514,61.755,-15.592
94,1776895855.514,61.712,-15.567
95,1776895855.514,61.670,-15.539
96,1776895855.514,61.633,-15.506
97,1776895855.514,61.589,-15.482
98,1776895855.514,61.547,-15.455
99,1776895855.514,61.508,-15.423
100,1776895855.514,61.471,-15.390
101,1776895855.514,61.432,-15.359
102,1776895855.514,61.394,-15.326
103,1776895855.514,61.365,-15.286
104,1776895855.514,61.327,-15.252
105,1776895855.514,61.290,-15.219
106,1776895855.514,61.259,-15.180
107,1776895855.514,61.219,-15.150
108,1776895855.514,61.180,-15.118
109,1776895855.514,61.147,-15.080
110,1776895855.514,61.107,-15.051
111,1776895855.514,61.071,-15.016
112,1776895855.514,61.060,-14.967
113,1776895855.514,61.049,-14.918
114,1776895855.514,61.050,-14.868
115,1776895855.514,61.054,-14.819
116,1776895855.514,61.015,-14.787
117,1776895855.514,60.971,-14.763
118,1776895855.514,60.925,-14.744
119,1776895855.514,60.931,-14.694
120,1776895855.514,60.936,-14.645
121,1776895855.514,60.935,-14.595
122,1776895855.514,60.936,-14.545
123,1776895855.514,60.939,-14.495
124,1776895855.514,60.944,-14.445
125,1776895855.514,60.960,-14.398
126,1776895855.514,60.978,-14.351
127,1776895855.514,60.999,-14.306
128,1776895855.514,61.023,-14.262
129,1776895855.514,61.054,-14.223
130,1776895855.514,61.103,-14.233
131,1776895855.514,61.124,-14.188
132,1776895855.514,61.153,-14.147
133,1776895855.514,61.192,-14.116
134,1776895855.514,61.210,-14.070
135,1776895855.514,61.235,-14.026
136,1776895855.514,61.269,-13.989
137,1776895855.514,61.300,-14.029
138,1776895855.514,61.317,-13.982
139,1776895855.514,61.340,-13.937
140,1776895855.514,61.372,-13.899
141,1776895855.514,61.421,-13.904
142,1776895855.514,61.455,-13.867
143,1776895855.514,61.494,-13.835
144,1776895855.514,61.513,-13.789
145,1776895855.514,61.539,-13.746
146,1776895855.514,61.573,-13.709
147,1776895855.514,61.623,-13.706
148,1776895855.514,61.649,-13.663
149,1776895855.514,61.686,-13.630
150,1776895855.514,61.707,-13.584
151,1776895855.514,61.734,-13.542
152,1776895855.514,61.769,-13.506
153,1776895855.514,61.818,-13.513
154,1776895855.514,61.849,-13.473
155,1776895855.514,61.889,-13.444
156,1776895855.514,61.912,-13.400
157,1776895855.514,61.943,-13.360
158,1776895855.514,61.982,-13.329
159,1776895855.514,62.001,-13.283
160,1776895855.514,62.026,-13.240
161,1776895855.514,62.059,-13.202
162,1776895855.514,62.098,-13.171
163,1776895855.514,62.148,-13.172
164,1776895855.514,62.198,-13.171
165,1776895855.514,62.246,-13.158
166,1776895855.514,62.295,-13.146
167,1776895855.514,62.343,-13.159
168,1776895855.514,62.388,-13.180
169,1776895855.514,62.435,-13.198
170,1776895855.514,62.480,-13.221
171,1776895855.514,62.519,-13.189
172,1776895855.514,62.560,-13.162
173,1776895855.514,62.607,-13.144
174,1776895855.514,62.653,-13.124
175,1776895855.514,62.698,-13.102
176,1776895855.514,62.740,-13.074
177,1776895855.514,62.781,-13.046
178,1776895855.514,62.823,-13.019
179,1776895855.514,62.864,-12.991
180,1776895855.514,62.906,-12.964
181,1776895855.514,62.948,-12.935
182,1776895855.514,62.989,-12.907
183,1776895855.514,63.031,-12.880
184,1776895855.514,63.072,-12.852
185,1776895855.514,63.114,-12.824
186,1776895855.514,63.154,-12.795
187,1776895855.514,63.195,-12.766
188,1776895855.514,63.237,-12.739
189,1776895855.514,63.278,-12.710
190,1776895855.514,63.318,-12.681
191,1776895855.514,63.358,-12.650
192,1776895855.514,63.397,-12.619
193,1776895855.514,63.433,-12.585
194,1776895855.514,63.470,-12.551
195,1776895855.514,63.502,-12.513
196,1776895855.514,63.527,-12.469
197,1776895855.514,63.558,-12.430
198,1776895855.514,63.594,-12.396
199,1776895855.514,63.611,-12.348
200,1776895855.514,63.633,-12.304
201,1776895855.514,63.663,-12.263
202,1776895855.514,63.706,-12.288
203,1776895855.514,63.745,-12.320
204,1776895855.514,63.789,-12.296
205,1776895855.514,63.812,-12.252
206,1776895855.514,63.843,-12.213
207,1776895855.514,63.887,-12.189
208,1776895855.514,63.912,-12.146
209,1776895855.514,63.945,-12.108
210,1776895855.514,63.989,-12.084
211,1776895855.514,64.033,-12.060
212,1776895855.514,64.076,-12.035
213,1776895855.514,64.115,-12.004
214,1776895855.514,64.157,-11.977
215,1776895855.514,64.200,-11.951
216,1776895855.514,64.229,-11.910
217,1776895855.514,64.264,-11.875
218,1776895855.514,64.300,-11.840
219,1776895855.514,64.316,-11.793
220,1776895855.514,64.336,-11.747
221,1776895855.514,64.361,-11.704
222,1776895855.514,64.390,-11.663
223,1776895855.514,64.405,-11.615
224,1776895855.514,64.436,-11.576
225,1776895855.514,64.468,-11.537
226,1776895855.514,64.497,-11.497
227,1776895855.514,64.533,-11.462
228,1776895855.514,64.569,-11.427
229,1776895855.514,64.603,-11.391
230,1776895855.514,64.638,-11.355
231,1776895855.514,64.673,-11.319
232,1776895855.514,64.700,-11.277
233,1776895855.514,64.730,-11.237
234,1776895855.514,64.756,-11.194
235,1776895855.514,64.783,-11.153
236,1776895855.514,64.809,-11.110
237,1776895855.514,64.831,-11.065
238,1776895855.514,64.853,-11.020
239,1776895855.514,64.875,-10.975
240,1776895855.514,64.897,-10.930
241,1776895855.514,64.917,-10.884
242,1776895855.514,64.939,-10.839
243,1776895855.514,64.963,-10.795
244,1776895855.514,64.987,-10.752
245,1776895855.514,65.007,-10.706
246,1776895855.514,65.028,-10.660
247,1776895855.514,65.050,-10.616
248,1776895855.514,65.072,-10.571
249,1776895855.514,65.099,-10.528
250,1776895855.514,65.114,-10.481
251,1776895855.514,65.133,-10.434
252,1776895855.514,65.154,-10.389
253,1776895855.514,65.176,-10.344
254,1776895855.514,65.198,-10.300
255,1776895855.514,65.213,-10.252
256,1776895855.514,65.229,-10.204
257,1776895855.514,65.246,-10.157
258,1776895855.514,65.265,-10.111
259,1776895855.514,65.286,-10.066
260,1776895855.514,65.303,-10.019
261,1776895855.514,65.321,-9.972
262,1776895855.514,65.339,-9.926
263,1776895855.514,65.354,-9.878
264,1776895855.514,65.372,-9.831
265,1776895855.514,65.411,-9.800
266,1776895855.514,65.433,-9.755
267,1776895855.514,65.458,-9.712
268,1776895855.514,65.500,-9.685
269,1776895855.514,65.541,-9.656
270,1776895855.514,65.581,-9.626
271,1776895855.514,65.604,-9.582
272,1776895855.514,65.631,-9.540
273,1776895855.514,65.663,-9.501
274,1776895855.514,65.693,-9.461
275,1776895855.514,65.734,-9.434
