seq,wall_ts,x,y
0,1776895880.734,61.400,-13.500
1,1776895880.734,61.399,-13.448
2,1776895880.734,61.399,-13.398
3,1776895880.734,61.399,-13.348
4,1776895880.734,61.398,-13.298
5,1776895880.734,61.397,-13.248
6,1776895880.734,61.397,-13.198
7,1776895880.734,61.396,-13.148
8,1776895880.734,61.394,-13.098
9,1776895880.734,61.393,-13.048
10,1776895880.734,61.391,-12.998
11,1776895880.734,61.388,-12.948
12,1776895880.734,61.386,-12.898
13,1776895880.734,61.384,-12.848
14,1776895880.734,61.383,-12.798
15,1776895880.734,61.381,-12.748
16,1776895880.734,61.381,-12.698
17,1776895880.734,61.380,-12.648
18,1776895880.734,61.380,-12.598
19,1776895880.734,61.380,-12.548
20,1776895880.734,61.381,-12.498
21,1776895880.734,61.382,-12.448
22,1776895880.734,61.383,-12.398
23,1776895880.734,61.385,-12.348
24,1776895880.734,61.387,-12.298
25,1776895880.734,61.389,-12.248
26,1776895880.734,61.392,-12.198
27,1776895880.734,61.395,-12.148
28,1776895880.734,61.398,-12.098
29,1776895880.734,61.402,-12.048
30,1776895880.734,61.407,-11.999
31,1776895880.734,61.412,-11.949
32,1776895880.734,61.416,-11.899
33,1776895880.734,61.420,-11.849
34,1776895880.734,61.425,-11.800
35,1776895880.734,61.431,-11.750
36,1776895880.734,61.437,-11.700
37,1776895880.734,61.442,-11.651
38,1776895880.734,61.449,-11.601
39,1776895880.734,61.456,-11.551
40,1776895880.734,61.463,-11.502
41,1776895880.734,61.471,-11.453
42,1776895880.734,61.479,-11.403
43,1776895880.734,61.489,-11.354
44,1776895880.734,61.499,-11.305
45,1776895880.734,61.506,-11.256
46,1776895880.734,61.513,-11.206
47,1776895880.734,61.517,-11.156
48,1776895880.734,61.521,-11.107
49,1776895880.734,61.523,-11.057
50,1776895880.734,61.525,-11.007
51,1776895880.734,61.529,-10.957
52,1776895880.734,61.533,-10.907
53,1776895880.734,61.534,-10.857
54,1776895880.734,61.536,-10.807
55,1776895880.734,61.539,-10.757
56,1776895880.734,61.541,-10.707
57,1776895880.734,61.543,-10.657
58,1776895880.734,61.544,-10.607
59,1776895880.734,61.547,-10.557
60,1776895880.734,61.549,-10.507
