seq,wall_ts,x,y
0,1776895911.034,61.100,-12.000
1,1776895911.034,61.049,-12.017
2,1776895911.034,60.999,-12.018
3,1776895911.034,60.949,-12.017
4,1776895911.034,60.899,-12.015
5,1776895911.034,60.850,-12.018
6,1776895911.034,60.801,-12.029
7,1776895911.034,60.767,-11.991
8,1776895911.034,60.728,-11.961
9,1776895911.034,60.687,-11.932
10,1776895911.034,60.666,-11.887
11,1776895911.034,60.646,-11.841
12,1776895911.034,60.644,-11.791
13,1776895911.034,60.641,-11.741
14,1776895911.034,60.638,-11.691
15,1776895911.034,60.633,-11.642
16,1776895911.034,60.622,-11.593
17,1776895911.034,60.601,-11.547
18,1776895911.034,60.571,-11.507
19,1776895911.034,60.613,-11.480
20,1776895911.034,60.651,-11.448
21,1776895911.034,60.660,-11.399
22,1776895911.034,60.669,-11.350
23,1776895911.034,60.678,-11.300
24,1776895911.034,60.682,-11.251
25,1776895911.034,60.689,-11.201
26,1776895911.034,60.698,-11.152
27,1776895911.034,60.711,-11.103
28,1776895911.034,60.714,-11.053
29,1776895911.034,60.720,-11.004
30,1776895911.034,60.734,-10.956
31,1776895911.034,60.752,-10.909
32,1776895911.034,60.774,-10.864
33,1776895911.034,60.796,-10.820
34,1776895911.034,60.818,-10.775
35,1776895911.034,60.842,-10.731
36,1776895911.034,60.867,-10.687
37,1776895911.034,60.893,-10.645
38,1776895911.034,60.907,-10.597
39,1776895911.034,60.921,-10.549
40,1776895911.034,60.935,-10.501
41,1776895911.034,60.946,-10.452
42,1776895911.034,60.960,-10.404
43,1776895911.034,60.977,-10.357
44,1776895911.034,60.996,-10.310
45,1776895911.034,61.008,-10.262
46,1776895911.034,61.023,-10.214
47,1776895911.034,61.041,-10.168
48,1776895911.034,61.060,-10.122
49,1776895911.034,61.079,-10.075
50,1776895911.034,61.113,-10.038
51,1776895911.034,61.146,-10.000
52,1776895911.034,61.177,-9.961
53,1776895911.034,61.207,-9.921
54,1776895911.034,61.234,-9.879
55,1776895911.034,61.262,-9.838
56,1776895911.034,61.289,-9.796
57,1776895911.034,61.312,-9.751
58,1776895911.034,61.331,-9.705
59,1776895911.034,61.345,-9.657
60,1776895911.034,61.359,-9.609
61,1776895911.034,61.401,-9.582
62,1776895911.034,61.438,-9.549
63,1776895911.034,61.473,-9.513
64,1776895911.034,61.516,-9.488
65,1776895911.034,61.558,-9.460
66,1776895911.034,61.597,-9.430
67,1776895911.034,61.617,-9.384
68,1776895911.034,61.642,-9.340
69,1776895911.034,61.666,-9.296
70,1776895911.034,61.699,-9.259
71,1776895911.034,61.741,-9.232
72,1776895911.034,61.761,-9.186
73,1776895911.034,61.791,-9.147
74,1776895911.034,61.807,-9.099
75,1776895911.034,61.828,-9.054
76,1776895911.034,61.855,-9.012
77,1776895911.034,61.905,-9.015
78,1776895911.034,61.928,-8.971
79,1776895911.034,61.959,-8.931
80,1776895911.034,61.998,-8.901
81,1776895911.034,62.023,-8.857
82,1776895911.034,62.054,-8.818
83,1776895911.034,62.103,-8.830
84,1776895911.034,62.125,-8.785
85,1776895911.034,62.154,-8.744
86,1776895911.034,62.194,-8.714
87,1776895911.034,62.216,-8.669
88,1776895911.034,62.245,-8.628
89,1776895911.034,62.282,-8.595
90,1776895911.034,62.332,-8.602
91,1776895911.034,62.376,-8.579
92,1776895911.034,62.401,-8.536
93,1776895911.034,62.433,-8.498
94,1776895911.034,62.472,-8.467
95,1776895911.034,62.521,-8.455
96,1776895911.034,62.570,-8.443
97,1776895911.034,62.619,-8.438
98,1776895911.034,62.669,-8.430
99,1776895911.034,62.718,-8.437
100,1776895911.034,62.766,-8.451
101,1776895911.034,62.816,-8.456
102,1776895911.034,62.866,-8.461
103,1776895911.034,62.916,-8.464
104,1776895911.034,62.966,-8.468
105,1776895911.034,63.015,-8.470
106,1776895911.034,63.065,-8.473
107,1776895911.034,63.115,-8.475
108,1776895911.034,63.165,-8.477
109,1776895911.034,63.215,-8.478
110,1776895911.034,63.265,-8.480
111,1776895911.034,63.315,-8.482
112,1776895911.034,63.365,-8.483
113,1776895911.034,63.415,-8.485
114,1776895911.034,63.465,-8.486
115,1776895911.034,63.515,-8.488
116,1776895911.034,63.565,-8.489
117,1776895911.034,63.615,-8.491
118,1776895911.034,63.665,-8.492
119,1776895911.034,63.715,-8.494
120,1776895911.034,63.765,-8.495
121,1776895911.034,63.815,-8.497
122,1776895911.034,63.865,-8.498
123,1776895911.034,63.915,-8.500
124,1776895911.034,63.965,-8.502
125,1776895911.034,64.015,-8.503
126,1776895911.034,64.065,-8.500
127,1776895911.034,64.115,-8.496
128,1776895911.034,64.164,-8.492
129,1776895911.034,64.214,-8.489
130,1776895911.034,64.264,-8.485
131,1776895911.034,64.314,-8.481
132,1776895911.034,64.364,-8.478
133,1776895911.034,64.414,-8.474
134,1776895911.034,64.464,-8.470
135,1776895911.034,64.514,-8.467
136,1776895911.034,64.563,-8.463
137,1776895911.034,64.613,-8.459
138,1776895911.034,64.663,-8.455
139,1776895911.034,64.713,-8.451
140,1776895911.034,64.763,-8.448
141,1776895911.034,64.813,-8.444
142,1776895911.034,64.863,-8.440
143,1776895911.034,64.912,-8.436
144,1776895911.034,64.962,-8.432
145,1776895911.034,65.012,-8.428
146,1776895911.034,65.062,-8.424
147,1776895911.034,65.112,-8.420
148,1776895911.034,65.162,-8.416
149,1776895911.034,65.211,-8.412
150,1776895911.034,65.261,-8.408
151,1776895911.034,65.311,-8.404
152,1776895911.034,65.361,-8.400
153,1776895911.034,65.411,-8.397
154,1776895911.034,65.461,-8.393
155,1776895911.034,65.511,-8.389
156,1776895911.034,65.560,-8.385
157,1776895911.034,65.610,-8.382
158,1776895911.034,65.660,-8.378
159,1776895911.034,65.710,-8.374
160,1776895911.034,65.760,-8.370
161,1776895911.034,65.810,-8.366
162,1776895911.034,65.860,-8.363
163,1776895911.034,65.909,-8.359
164,1776895911.034,65.959,-8.355
165,1776895911.034,66.009,-8.351
166,1776895911.034,66.059,-8.347
167,1776895911.034,66.109,-8.344
168,1776895911.034,66.159,-8.340
169,1776895911.034,66.209,-8.336
170,1776895911.034,66.258,-8.332
171,1776895911.034,66.308,-8.328
172,1776895911.034,66.358,-8.324
173,1776895911.034,66.408,-8.321
174,1776895911.034,66.458,-8.317
175,1776895911.034,66.508,-8.313
176,1776895911.034,66.557,-8.309
177,1776895911.034,66.607,-8.305
178,1776895911.034,66.657,-8.301
179,1776895911.034,66.707,-8.298
180,1776895911.034,66.757,-8.294
181,1776895911.034,66.807,-8.290
182,1776895911.034,66.857,-8.287
183,1776895911.034,66.906,-8.283
184,1776895911.034,66.956,-8.279
185,1776895911.034,67.006,-8.276
186,1776895911.034,67.056,-8.272
187,1776895911.034,67.106,-8.268
188,1776895911.034,67.156,-8.265
189,1776895911.034,67.206,-8.261
190,1776895911.034,67.256,-8.257
191,1776895911.034,67.305,-8.253
192,1776895911.034,67.355,-8.250
193,1776895911.034,67.405,-8.246
194,1776895911.034,67.455,-8.242
195,1776895911.034,67.505,-8.239
196,1776895911.034,67.555,-8.235
197,1776895911.034,67.605,-8.231
198,1776895911.034,67.654,-8.228
199,1776895911.034,67.704,-8.224
200,1776895911.034,67.754,-8.220
201,1776895911.034,67.804,-8.217
202,1776895911.034,67.854,-8.213
203,1776895911.034,67.904,-8.209
204,1776895911.034,67.954,-8.205
205,1776895911.034,68.003,-8.202
206,1776895911.034,68.053,-8.198
207,1776895911.034,68.103,-8.195
208,1776895911.034,68.153,-8.191
209,1776895911.034,68.203,-8.188
210,1776895911.034,68.253,-8.184
211,1776895911.034,68.303,-8.181
212,1776895911.034,68.353,-8.177
213,1776895911.034,68.402,-8.173
214,1776895911.034,68.452,-8.170
215,1776895911.034,68.502,-8.166
216,1776895911.034,68.552,-8.163
217,1776895911.034,68.602,-8.159
218,1776895911.034,68.652,-8.156
219,1776895911.034,68.702,-8.152
